KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,60-80M,80-100M,100-125M,125-150M,150-200M,200M+,#1 Ally,Total KD Power,CH16,Lords,CH16 AP,Lords AP,CH16 KvK,CH25 KvK,Allies,Ally Lords,Unique Alliances in KD,1B+ Power,1B+ Ally Tags,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,40-60M
407,,497801044,18700569,3.76%,431624698,3080108,897387735,9,48332654,0,1,0,0,0,0,,"705,644,302",48,53,"14,650,052","13,314,043",15,7,13,41,,,,"497,801,044","18,700,569","431,624,698","897,387,735","3,080,108",8,5,5,10
408,,73759743,,0.00%,14060647,236623,76838093,1,29565852,0,0,0,0,0,0,,"215,583,583",32,41,"6,583,160","5,258,136",1,0,11,33,,,,"73,759,743",,"14,060,647","76,838,093","236,623",4,3,0,
409,NxG,6736025881,232324199,3.45%,14820811312,52660931,13821472796,110,60025960,15,13,11,2,0,0,"6,854,252,693","8,581,446,274",408,429,"21,012,509","20,003,371",306,98,16,366,NxG,"6,854,252,693",NxG,"6,736,025,881","232,324,199","14,820,811,312","13,821,472,796","52,660,931",79,20,46,2
410,WE~R,13693596265,1393825217,10.18%,25354202012,176667302,28506709528,250,54697294,42,13,9,4,0,2,"11,792,876,993","17,025,665,149",725,755,"23,462,506","22,550,550",0,0,21,668,"WE~R,O-NE,NE~W","14,925,239,966","WE~R,O-NE,NE~W","13,693,596,265","1,393,825,217","25,354,202,012","28,506,709,528","176,667,302",146,48,117,0
411,,375726305,169552,0.05%,98068606,916603,205397378,8,34506836,0,0,0,0,0,0,,"643,134,073",53,57,"12,118,381","11,283,054",4,1,13,39,,,,"375,726,305","169,552","98,068,606","205,397,378","916,603",14,7,3,52
412,,913575215,4873679,0.53%,518134981,6790129,1129943724,17,44672015,3,0,0,0,0,0,,"1,150,081,980",64,72,"17,905,517","15,973,361",28,10,12,47,,,,"913,575,215","4,873,679","518,134,981","1,129,943,724","6,790,129",15,7,7,27
413,,364830036,3362072,0.92%,265671409,3222606,389025625,9,32347578,1,0,0,0,0,0,,"491,065,681",40,45,"12,255,869","10,912,571",8,2,8,31,,,,"364,830,036","3,362,072","265,671,409","389,025,625","3,222,606",5,9,0,11
414,,347545238,7,0.00%,94991578,2506537,206484060,10,29225573,0,0,0,0,0,0,,"536,483,302",45,60,"11,781,803","8,941,388",3,1,9,39,,,,"347,545,238",7,"94,991,578","206,484,060","2,506,537",8,11,0,10
415,,346786492,471647,0.14%,128956233,1868659,211443509,9,28184085,0,0,0,0,0,0,,"462,321,888",35,46,"13,094,380","10,050,476",0,0,16,29,,,,"346,786,492","471,647","128,956,233","211,443,509","1,868,659",3,11,1,
416,GOK3,3242451584,35925247,1.11%,1537159628,35112029,3786401619,74,37704664,3,0,0,0,0,0,"3,047,497,015","3,531,419,466",135,143,"26,117,217","24,695,241",84,54,12,124,GOK3,"3,047,497,015",GOK3,"3,242,451,584","35,925,247","1,537,159,628","3,786,401,619","35,112,029",27,55,25,90
417,CMBK,1271840527,18112589,1.42%,525829336,13832971,1241347795,29,34686272,1,0,0,0,0,0,"1,362,856,775","1,780,677,029",128,137,"13,882,484","12,997,643",48,22,12,99,CMBK,"1,362,856,775",CMBK,"1,271,840,527","18,112,589","525,829,336","1,241,347,795","13,832,971",36,20,10,40
418,,149521670,53317,0.04%,12165207,296303,70463030,3,21139030,0,0,0,0,0,0,,"284,781,685",34,45,"8,190,148","6,328,482",6,0,12,40,,,,"149,521,670","53,317","12,165,207","70,463,030","296,303",5,4,0,
419,LS~,8351699327,157059264,1.88%,11011309432,68999098,15488258329,160,48929656,28,8,2,0,0,0,"6,768,659,525","9,947,221,466",422,437,"23,553,826","22,762,521",314,133,15,369,"LS~,NS=","8,374,635,787","LS~,NS=","8,351,699,327","157,059,264","11,011,309,432","15,488,258,329","68,999,098",87,60,67,1
420,,601124286,15375349,2.56%,578917351,4952555,737048097,14,31841151,1,0,0,0,0,0,,"850,272,395",65,85,"12,948,066","10,003,205",0,0,14,52,,,,"601,124,286","15,375,349","578,917,351","737,048,097","4,952,555",19,9,3,2
421,,318701069,2006536,0.63%,102222485,1109553,248690808,8,30924201,0,0,0,0,0,0,,"520,617,527",49,56,"10,539,554","9,296,742",3,2,12,47,,,,"318,701,069","2,006,536","102,222,485","248,690,808","1,109,553",9,8,0,10
422,TARO,5238084254,98480136,1.88%,2652777530,50969879,6273071369,122,37610999,9,1,1,0,0,0,"4,504,702,209","5,707,533,590",226,240,"25,230,800","23,781,390",146,98,10,186,TARO,"4,504,702,209",TARO,"5,238,084,254","98,480,136","2,652,777,530","6,273,071,369","50,969,879",38,96,25,0
423,,1029111753,10758574,1.05%,1123543474,12151412,1410787315,18,43599550,0,0,0,0,1,0,,"1,221,030,343",65,69,"18,745,664","17,696,092",0,0,11,57,,,,"1,029,111,753","10,758,574","1,123,543,474","1,410,787,315","12,151,412",15,18,4,24
424,~FF~,10987922267,698918534,6.36%,29975792995,127129426,26981707937,172,63848647,39,34,9,6,0,0,"7,604,946,299","12,814,335,166",468,480,"27,367,297","26,696,532",348,155,17,423,"~FF~,~FV~","10,915,245,730","~FF~,~FV~","10,987,922,267","698,918,534","29,975,792,995","26,981,707,937","127,129,426",68,22,56,0
425,,903128242,4952766,0.55%,379076807,5291277,775485244,22,31553470,0,1,0,0,0,0,,"1,340,618,140",100,118,"13,305,926","11,361,171",0,0,14,84,,,,"903,128,242","4,952,766","379,076,807","775,485,244","5,291,277",21,21,2,10
426,TPTS,3289839151,39268405,1.19%,2112544646,24598062,4443214294,76,36435501,3,2,0,0,0,0,"3,375,215,835","3,622,088,516",158,169,"22,901,990","21,432,476",110,60,9,154,TPTS,"3,375,215,835",TPTS,"3,289,839,151","39,268,405","2,112,544,646","4,443,214,294","24,598,062",23,70,13,7
427,FTS,6333914043,120873759,1.91%,4847953238,57782948,9646586767,117,46818006,14,4,1,1,0,0,"5,783,800,231","6,936,403,014",245,261,"28,291,589","26,576,257",186,103,12,223,FTS,"5,783,800,231",FTS,"6,333,914,043","120,873,759","4,847,953,238","9,646,586,767","57,782,948",45,63,51,9
428,NM!,4114949375,508367231,12.35%,10795613609,52578961,8629438977,48,82242747,5,9,9,6,2,0,"4,140,647,630","4,705,237,560",150,162,"31,337,072","29,044,676",0,0,9,144,NM!,"4,140,647,630",NM!,"4,114,949,375","508,367,231","10,795,613,609","8,629,438,977","52,578,961",31,9,10,126
429,,422820413,340169,0.08%,28093372,1126021,183640766,8,29052236,0,0,0,0,0,0,,"599,080,316",46,58,"12,878,697","10,328,971",11,4,7,43,,,,"422,820,413","340,169","28,093,372","183,640,766","1,126,021",12,9,1,4
430,PR-E,5734725991,291741498,5.09%,4440466794,51043169,8511253767,139,37332729,2,0,0,0,0,0,"4,866,081,831","6,736,082,459",347,365,"19,388,721","18,455,020",0,0,12,327,PR-E,"4,866,081,831",PR-E,"5,734,725,991","291,741,498","4,440,466,794","8,511,253,767","51,043,169",55,99,43,13
431,AoD`,1300570643,30713255,2.36%,1463706772,12451143,2751097895,30,40727174,2,0,0,0,0,0,"1,195,753,761","1,390,565,645",54,62,"25,688,815","22,428,478",22,17,9,53,AoD`,"1,195,753,761",AoD`,"1,300,570,643","30,713,255","1,463,706,772","2,751,097,895","12,451,143",5,15,14,131
432,,363420319,1179390,0.32%,155544307,1308280,320481344,7,33680144,0,0,0,0,0,0,,"611,105,531",56,64,"10,818,237","9,548,524",0,0,11,53,,,,"363,420,319","1,179,390","155,544,307","320,481,344","1,308,280",12,5,3,59
433,OMRI,1275675594,39344424,3.08%,1227182128,10756663,1955876237,25,44419040,2,1,1,0,0,0,"1,167,463,324","1,488,095,471",67,76,"22,159,457","19,580,204",0,0,17,64,OMRI,"1,167,463,324",OMRI,"1,275,675,594","39,344,424","1,227,182,128","1,955,876,237","10,756,663",14,15,9,20
434,,375100738,668563,0.18%,152376382,2109307,282182305,7,39560213,0,1,0,0,0,0,,"594,111,484",46,58,"12,663,551","10,243,301",21,5,16,50,,,,"375,100,738","668,563","152,376,382","282,182,305","2,109,307",7,7,1,23
435,-VW-,12315898251,1259259584,10.22%,29768875483,110864377,26479900660,193,64170170,39,22,14,4,6,0,"11,706,507,785","16,119,756,051",786,819,"20,490,685","19,682,242",0,0,23,743,"-VW-,VW-L","12,983,166,348","-VW-,VW-L","12,315,898,251","1,259,259,584","29,768,875,483","26,479,900,660","110,864,377",134,19,80,0
436,,547679095,4594698,0.84%,196178565,2980764,564325989,13,25878085,0,0,0,0,0,0,,"776,624,267",56,66,"13,785,097","11,767,034",0,0,18,40,,,,"547,679,095","4,594,698","196,178,565","564,325,989","2,980,764",19,15,1,34
437,,612652708,790798,0.13%,111903424,2566384,325832334,17,25569777,0,0,0,0,0,0,,"814,108,351",56,66,"14,396,707","12,334,975",0,0,15,43,,,,"612,652,708","790,798","111,903,424","325,832,334","2,566,384",16,17,0,51
438,BREW,6036498915,20568936,0.34%,4883153205,60482646,8098297840,126,45339468,7,6,2,2,0,0,"4,520,995,128","6,339,198,220",194,201,"32,641,164","31,538,300",103,81,18,172,BREW,"4,520,995,128",BREW,"6,036,498,915","20,568,936","4,883,153,205","8,098,297,840","60,482,646",22,66,45,1
439,blz,2646433019,91898995,3.47%,2854081065,21265380,4172909582,65,38120525,5,0,1,0,0,0,"2,889,471,932","3,422,782,266",173,186,"19,735,806","18,402,055",0,0,15,162,blz,"2,889,471,932",blz,"2,646,433,019","91,898,995","2,854,081,065","4,172,909,582","21,265,380",42,44,16,33
440,VKNG,8187426345,80175173,0.98%,8086862379,88348316,14843052138,151,48118232,17,8,2,0,0,0,"7,426,243,369","9,207,065,417",361,374,"25,484,154","24,617,822",249,138,14,341,VKNG,"7,426,243,369",VKNG,"8,187,426,345","80,175,173","8,086,862,379","14,843,052,138","88,348,316",50,78,70,0
441,,246763146,1084366,0.44%,19361698,930792,177346876,6,29641339,0,0,0,0,0,0,,"368,447,494",33,38,"11,064,741","9,695,987",0,0,10,30,,,,"246,763,146","1,084,366","19,361,698","177,346,876","930,792",5,8,0,
442,,381333107,2189299,0.57%,43392465,1459063,154349010,8,24197281,0,0,0,0,0,0,,"546,381,665",46,50,"11,836,051","10,927,633",0,0,11,32,,,,"381,333,107","2,189,299","43,392,465","154,349,010","1,459,063",10,12,0,67
443,,261755070,,0.00%,25805747,634323,126869871,7,23526996,0,0,0,0,0,0,,"475,291,198",41,49,"11,526,864","9,699,820",9,3,9,36,,,,"261,755,070",,"25,805,747","126,869,871","634,323",14,8,0,7
444,SCL,11158199561,297911622,2.67%,25413424244,109413694,18794518303,191,57997921,17,18,14,4,4,0,"10,308,974,680","14,502,112,315",712,757,"20,327,980","19,157,348",476,185,18,649,"SCL,SCLN,SCLZ","12,845,817,729","SCL,SCLN,SCLZ","11,158,199,561","297,911,622","25,413,424,244","18,794,518,303","109,413,694",137,49,78,0
445,,179867874,309539,0.17%,62964724,738026,137945018,7,25177212,0,0,0,0,0,0,,"345,208,895",29,35,"11,801,169","9,863,111",0,0,15,27,,,,"179,867,874","309,539","62,964,724","137,945,018","738,026",11,4,0,
446,ExV,2856212857,74960867,2.62%,1562369187,26216294,3689029587,75,33668837,1,0,0,0,0,0,"2,536,843,259","3,295,399,905",151,157,"21,802,576","20,989,808",94,51,13,135,ExV,"2,536,843,259",ExV,"2,856,212,857","74,960,867","1,562,369,187","3,689,029,587","26,216,294",35,62,13,70
447,SE7,825245970,55240428,6.69%,1844630152,7823420,1768589186,10,79331764,0,3,0,2,1,0,"1,001,072,354","1,259,405,847",93,102,"13,508,385","12,347,116",6,2,13,78,SE7,"1,001,072,354",SE7,"825,245,970","55,240,428","1,844,630,152","1,768,589,186","7,823,420",17,2,1,92
448,VIHE,1374062913,4252670,0.31%,488815201,11184036,1451641667,24,39886399,0,0,1,0,0,0,"1,409,140,962","1,672,555,416",91,96,"18,336,301","17,422,452",34,16,14,84,VIHE,"1,409,140,962",VIHE,"1,374,062,913","4,252,670","488,815,201","1,451,641,667","11,184,036",28,17,10,30
449,ATSE,5207490994,15774830,0.30%,7358682791,35522194,9286350053,74,68436275,10,15,13,4,0,0,"4,582,476,374","5,418,164,350",115,121,"47,074,077","44,778,218",58,47,18,110,ATSE,"4,582,476,374",ATSE,"5,207,490,994","15,774,830","7,358,682,791","9,286,350,053","35,522,194",13,27,5,10
450,,687999465,5709563,0.83%,176421899,2828908,436678350,21,28962244,0,0,0,0,0,0,,"989,009,829",67,75,"14,692,332","13,186,798",10,6,13,52,,,,"687,999,465","5,709,563","176,421,899","436,678,350","2,828,908",12,20,2,6
451,51DR,2437715427,13077656,0.54%,1834713612,24758376,3152963225,49,43502791,3,1,1,0,0,0,"2,496,520,779","2,909,019,803",137,146,"21,210,386","19,924,793",74,38,8,127,51DR,"2,496,520,779",51DR,"2,437,715,427","13,077,656","1,834,713,612","3,152,963,225","24,758,376",28,28,21,12
452,-VKG,9001520195,902456668,10.03%,16998590230,90570104,19860492056,164,53551194,21,18,8,2,0,0,"8,400,609,433","11,220,082,507",587,622,"19,092,735","18,038,718",0,0,19,546,-VKG,"8,400,609,433",-VKG,"9,001,520,195","902,456,668","16,998,590,230","19,860,492,056","90,570,104",84,50,67,0
453,,195221123,24252,0.01%,26433620,401613,70772291,4,19333611,0,0,0,0,0,0,,"359,376,447",35,46,"10,110,817","7,812,531",5,0,13,37,,,,"195,221,123","24,252","26,433,620","70,772,291","401,613",13,3,0,
454,,487225671,30923,0.01%,55499905,1293726,249449361,10,27167245,0,0,0,0,0,0,,"773,469,156",57,65,"13,479,896","11,899,525",19,5,7,51,,,,"487,225,671","30,923","55,499,905","249,449,361","1,293,726",23,12,0,11
455,,303085119,649454,0.21%,93104373,1105390,216714258,6,28874224,0,0,0,0,0,0,,"476,302,886",42,53,"11,207,877","8,986,847",0,0,14,38,,,,"303,085,119","649,454","93,104,373","216,714,258","1,105,390",10,7,0,51
456,,181090613,183498,0.10%,47935389,1139468,101832832,5,21757559,0,0,0,0,0,0,,"436,034,016",43,51,"10,022,059","8,549,687",6,1,16,44,,,,"181,090,613","183,498","47,935,389","101,832,832","1,139,468",16,4,0,
457,,348157027,344272,0.10%,120569834,961269,202486506,11,26101940,0,0,0,0,0,0,,"545,336,075",47,70,"11,306,208","7,790,515",0,0,13,49,,,,"348,157,027","344,272","120,569,834","202,486,506","961,269",10,10,0,26
458,RSX,2908524069,57888304,1.99%,4510803161,26393167,4878474782,66,40129642,5,2,0,0,0,0,"3,130,227,570","3,551,294,494",193,212,"18,354,542","16,751,389",144,55,12,186,RSX,"3,130,227,570",RSX,"2,908,524,069","57,888,304","4,510,803,161","4,878,474,782","26,393,167",29,44,18,88
459,,590132242,1645073,0.28%,426291331,4007729,701306322,14,31367272,1,0,0,0,0,0,,"839,167,359",59,65,"14,146,308","12,910,267",20,6,14,55,,,,"590,132,242","1,645,073","426,291,331","701,306,322","4,007,729",9,14,2,33
460,LG~F,6799358148,46425373,0.68%,2580898524,38501135,6708113933,166,31541074,1,0,0,0,0,0,"5,331,882,852","7,555,425,497",357,369,"21,133,584","20,475,408",247,130,12,299,LG~F,"5,331,882,852",LG~F,"6,799,358,148","46,425,373","2,580,898,524","6,708,113,933","38,501,135",61,193,9,0
461,,370027864,361919,0.10%,85298412,1582653,212423467,9,28404442,0,0,0,0,0,0,,"607,844,031",90,104,"6,683,372","5,844,654",0,0,14,96,,,,"370,027,864","361,919","85,298,412","212,423,467","1,582,653",8,8,2,49
462,WTF!,3765040807,33276581,0.88%,3523712953,35650555,5605857895,97,36361629,2,2,0,1,0,0,"3,168,266,083","4,406,838,544",210,231,"20,940,157","19,077,223",112,67,16,184,WTF!,"3,168,266,083",WTF!,"3,765,040,807","33,276,581","3,523,712,953","5,605,857,895","35,650,555",31,77,18,28
463,,738233320,1082476,0.15%,156902607,4497592,557601746,20,27312049,0,0,0,0,0,0,,"994,066,076",70,78,"14,134,384","12,744,437",17,7,13,60,,,,"738,233,320","1,082,476","156,902,607","557,601,746","4,497,592",17,20,2,20
464,WS-,8011439489,158754762,1.98%,10807089581,78199904,13979101337,179,42573132,10,7,0,1,0,0,"7,253,334,448","9,226,157,755",447,459,"20,628,913","20,100,562",314,158,15,391,WS-,"7,253,334,448",WS-,"8,011,439,489","158,754,762","10,807,089,581","13,979,101,337","78,199,904",48,105,61,0
465,,487431085,1645896,0.34%,219524826,2504401,416642900,9,34501333,0,0,0,0,0,0,,"593,037,865",42,61,"13,937,384","9,721,932",10,4,17,53,,,,"487,431,085","1,645,896","219,524,826","416,642,900","2,504,401",8,9,3,60
466,,773556344,13805841,1.78%,622811218,5000338,709964729,20,29196158,0,0,0,0,0,0,,"964,817,139",59,65,"16,297,730","14,843,341",15,10,9,50,,,,"773,556,344","13,805,841","622,811,218","709,964,729","5,000,338",14,19,2,24
467,,461245969,445881,0.10%,100064565,2477729,357583086,13,30609082,0,0,0,0,0,0,,"678,712,707",47,56,"14,319,878","12,119,870",14,7,8,39,,,,"461,245,969","445,881","100,064,565","357,583,086","2,477,729",11,10,3,8
468,,384180925,1454057,0.38%,194191902,2901127,440597830,11,31913560,0,0,0,0,0,0,,"492,315,154",30,41,"16,184,636","12,007,687",9,4,6,24,,,,"384,180,925","1,454,057","194,191,902","440,597,830","2,901,127",7,7,3,16
469,,291716997,909289,0.31%,112656535,845277,186234968,7,25876480,0,0,0,0,0,0,,"528,885,019",55,63,"9,518,911","8,395,000",1,1,21,45,,,,"291,716,997","909,289","112,656,535","186,234,968","845,277",13,8,0,47
470,WND!,1695657056,48963970,2.89%,1334848255,13043318,2076079684,47,32742381,1,0,0,0,0,0,"1,426,561,320","2,136,320,235",123,131,"17,337,646","16,307,788",0,0,11,104,WND!,"1,426,561,320",WND!,"1,695,657,056","48,963,970","1,334,848,255","2,076,079,684","13,043,318",23,38,6,21
471,,209561849,69222,0.03%,74875180,1109502,166843290,7,27051922,0,0,0,0,0,0,,"303,286,978",24,32,"12,474,242","9,477,718",2,2,7,14,,,,"209,561,849","69,222","74,875,180","166,843,290","1,109,502",3,8,0,
472,,557845294,72386,0.01%,225154430,1535485,368686167,14,31043413,0,0,0,0,0,0,,"715,156,441",48,57,"14,830,691","12,546,604",7,2,15,49,,,,"557,845,294","72,386","225,154,430","368,686,167","1,535,485",13,9,4,22
473,OWL~,2085006489,11565390,0.55%,633850480,11292430,1799733051,46,36289899,2,0,0,0,0,0,"1,916,117,761","2,282,020,424",90,101,"25,307,239","22,594,262",40,28,11,91,OWL~,"1,916,117,761",OWL~,"2,085,006,489","11,565,390","633,850,480","1,799,733,051","11,292,430",18,44,10,73
474,Kiss,1072259627,4693054,0.44%,791428520,6344884,1345206690,21,36940176,1,1,0,0,0,0,"1,031,243,787","1,215,841,249",56,60,"21,678,616","20,264,021",25,10,6,53,Kiss,"1,031,243,787",Kiss,"1,072,259,627","4,693,054","791,428,520","1,345,206,690","6,344,884",16,21,3,48
475,,72684421,1581734,2.18%,17728677,489572,21506945,1,32491190,0,0,0,0,0,0,,"215,982,683",28,37,"7,565,067","5,837,370",0,0,13,25,,,,"72,684,421","1,581,734","17,728,677","21,506,945","489,572",6,2,0,
476,GS:S,5535431853,62159471,1.12%,5535518839,40421355,8657942025,125,39328523,4,4,1,0,0,0,"4,815,592,397","6,266,950,517",286,303,"21,882,487","20,683,005",194,95,10,267,GS:S,"4,815,592,397",GS:S,"5,535,431,853","62,159,471","5,535,518,839","8,657,942,025","40,421,355",50,88,33,1
477,"O-O""",1903576926,6034263,0.32%,834869581,11993412,2001695295,42,38888832,2,1,0,0,0,0,"1,498,676,379","2,109,759,325",92,98,"22,893,584","21,528,156",32,21,15,78,"O-O""","1,498,676,379","O-O""","1,903,576,926","6,034,263","834,869,581","2,001,695,295","11,993,412",15,33,11,7
478,,698562463,915928,0.13%,185120127,3676138,562992342,16,25064683,0,0,0,0,0,0,,"958,172,790",72,78,"13,264,652","12,284,267",24,5,11,51,,,,"698,562,463","915,928","185,120,127","562,992,342","3,676,138",19,18,1,21
479,GE-,1814564300,16933231,0.93%,639321616,9489321,1592859622,40,33370078,2,0,0,0,0,0,"1,829,220,104","2,200,719,402",124,135,"17,697,700","16,301,625",65,27,15,120,GE-,"1,829,220,104",GE-,"1,814,564,300","16,933,231","639,321,616","1,592,859,622","9,489,321",31,43,4,24
480,,215572954,23013,0.01%,49355262,643991,130795441,3,27545660,0,0,0,0,0,0,,"391,419,562",37,47,"10,462,232","8,328,076",0,0,9,34,,,,"215,572,954","23,013","49,355,262","130,795,441","643,991",9,6,0,
481,,244970190,11802383,4.82%,243653019,2181347,343872726,6,28341372,0,0,0,0,0,0,,"401,753,342",35,45,"11,324,185","8,927,852",0,0,8,30,,,,"244,970,190","11,802,383","243,653,019","343,872,726","2,181,347",8,5,1,
482,,282881689,799891,0.28%,25966387,1507435,175463471,6,28111883,0,0,0,0,0,0,,"456,767,946",46,52,"9,817,313","8,783,999",0,0,8,40,,,,"282,881,689","799,891","25,966,387","175,463,471","1,507,435",7,7,0,
483,-WW-,3348904285,84543565,2.52%,5068786174,25895847,5751535511,77,41067942,6,1,2,0,0,0,"2,917,185,257","5,289,372,314",497,533,"10,614,542","9,923,775",262,68,13,443,-WW-,"2,917,185,257",-WW-,"3,348,904,285","84,543,565","5,068,786,174","5,751,535,511","25,895,847",63,40,25,51
484,,179033236,9106,0.01%,23491695,598966,143882855,2,27135213,0,0,0,0,0,0,,"412,029,771",48,54,"8,527,440","7,630,181",0,0,16,44,,,,"179,033,236","9,106","23,491,695","143,882,855","598,966",9,5,0,
485,,167730742,,0.00%,5953594,494326,71370596,4,28059977,0,0,0,0,0,0,,"395,822,043",42,53,"9,308,692","7,468,340",0,0,9,36,,,,"167,730,742",,"5,953,594","71,370,596","494,326",11,5,0,
486,,598266427,484384,0.08%,186158706,3007428,498660387,12,29483303,0,0,0,0,0,0,,"774,049,507",59,67,"13,052,936","11,552,978",0,0,11,47,,,,"598,266,427","484,384","186,158,706","498,660,387","3,007,428",9,18,1,54
487,,342947526,2344320,0.68%,76121828,3254445,221220711,10,29275235,0,0,0,0,0,0,,"454,303,234",42,49,"10,716,908","9,271,495",1,1,6,42,,,,"342,947,526","2,344,320","76,121,828","221,220,711","3,254,445",5,9,0,
488,,259025918,611263,0.24%,33152229,2942059,120085738,4,25928803,0,0,0,0,0,0,,"383,773,911",36,45,"10,535,414","8,528,309",5,1,17,36,,,,"259,025,918","611,263","33,152,229","120,085,738","2,942,059",8,6,0,
489,,533324130,96477,0.02%,250234788,1662342,425254593,14,28991014,0,0,0,0,0,0,,"867,529,666",60,70,"14,360,332","12,393,281",4,0,10,47,,,,"533,324,130","96,477","250,234,788","425,254,593","1,662,342",18,13,1,69
490,,196162674,36030,0.02%,20886875,841309,77883700,5,21731922,0,0,0,0,0,0,,"390,754,863",39,48,"9,958,137","8,140,726",3,0,13,35,,,,"196,162,674","36,030","20,886,875","77,883,700","841,309",14,4,0,
491,-BD-,3285818394,160729901,4.89%,3121548716,25105755,4540449168,81,38003027,2,1,0,0,0,0,"3,124,820,475","3,904,265,851",193,205,"20,193,641","19,045,199",0,0,15,179,-BD-,"3,124,820,475",-BD-,"3,285,818,394","160,729,901","3,121,548,716","4,540,449,168","25,105,755",23,61,20,25
