KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,Lords,Lords AP,Total Power,CH16+,CH16+ AP,Top 600 Power,CH16+ KL,CH25 KL,Alliances,Ally Lords,Unique Alliances Power Order,1B+ KD Power,1B+ Alliance Tags,#1 Ally Power,Top 600 Merits,Top 600 Kills,Top 600 Healts,Top 600 Deads,10-20M,20-40M,40-60M,60-80M,80-100M,100-125M,125-150M,150-200M,200M+
126,T-DS,"4,184,692,576","51,947,443",1.24%,"2,535,874,634","20,699,539","4,198,272,092",66,"45,742,937",248,"16,873,760","4,184,692,576",221,"18,865,088","4,184,692,576",0,0,11,176,T-DS,"2,496,247,487",T-DS,"2,496,247,487","51,947,443","2,535,874,634","4,198,272,092","20,699,539",34,39,27,5,1,0,0,1,0
359,AoS~,"8,200,514,142","101,195,754",1.23%,"11,573,909,988","47,505,408","11,452,287,682",191,"34,086,163",787,"11,654,652","9,172,210,787",550,"16,538,148","9,119,617,908",365,167,41,676,AoS~,"6,150,402,380",AoS~,"6,150,402,380","101,755,743","11,611,095,534","11,708,545,077","51,511,277",76,182,21,6,2,2,0,0,0
543,,"679,855,802","8,284,978",1.22%,"62,067,924","546,621","78,239,744",1,"16,640,119","1,662","841,497","1,398,567,939",390,"1,977,829","1,000,909,545",0,0,136,"1,466",,,,,"8,884,502","67,643,883","111,774,653","982,842",3,0,0,0,0,0,0,0,0
24,BW-S,"2,233,087,781","27,155,900",1.22%,"1,334,853,315","17,916,142","2,027,395,834",35,"46,176,449",141,"15,837,502","2,233,087,781",114,"19,456,521","2,233,087,781",0,0,6,100,BW-S,"1,540,059,991",BW-S,"1,540,059,991","27,155,900","1,334,853,315","2,027,395,834","17,916,142",19,19,16,3,1,1,0,0,0
109,~MM~,"15,740,728,986","189,963,572",1.21%,"18,664,758,717","139,180,236","24,859,281,831",305,"51,736,525",551,"32,086,493","17,679,657,838",531,"33,274,865","17,679,657,838",348,249,12,464,"~MM~,~WW~,M&M","15,597,642,076","~MM~,~WW~,M&M","10,596,216,473","193,956,884","18,962,864,314","26,033,446,820","153,062,901",53,112,139,45,19,9,0,2,0
322,,"1,537,407,981","18,418,026",1.20%,"305,279,885","5,193,619","822,642,637",17,"27,735,177",202,"7,610,931","1,537,407,981",172,"8,839,164","1,537,407,981",48,14,17,144,,,,,"18,418,026","305,279,885","822,642,637","5,193,619",35,20,0,0,0,0,0,0,0
537,,"748,721,574","8,863,681",1.18%,"67,469,091","1,683,401","129,983,370",1,"15,183,247","1,119","1,222,914","1,368,440,459",498,"1,954,817","1,126,167,054",0,0,126,946,,,,,"10,259,138","78,383,779","179,869,959","2,552,380",1,0,0,0,0,0,0,0,0
541,,"697,776,522","8,187,885",1.17%,"70,222,305","929,163","104,386,234",0,,"1,427","943,006","1,345,669,528",418,"1,976,821","1,033,893,991",0,0,128,"1,236",,,,,"8,831,496","75,172,860","140,574,441","1,389,209",1,0,0,0,0,0,0,0,0
254,Rise,"3,555,117,336","41,654,926",1.17%,"1,308,024,307","29,625,247","3,416,623,644",72,"36,960,488",184,"19,321,290","3,555,117,336",163,"21,718,020","3,555,117,336",76,54,15,139,Rise,"2,208,064,156",Rise,"2,208,064,156","41,654,926","1,308,024,307","3,416,623,644","29,625,247",29,56,20,3,0,0,0,0,0
317,LEWD,"5,312,687,682","61,680,082",1.16%,"2,313,590,622","20,546,705","4,761,662,437",90,"30,779,116",376,"14,390,141","5,410,692,878",343,"15,721,196","5,410,692,878",189,76,16,254,LEWD,"3,643,750,012",LEWD,"3,643,750,012","61,735,070","2,319,059,387","4,782,267,297","21,494,869",89,109,8,1,0,0,0,0,0
428,,"580,476,409","6,730,747",1.16%,"56,974,503","1,395,247","207,984,684",3,"21,182,687",122,"4,758,003","580,476,409",99,"5,746,664","580,476,409",0,0,23,81,,,,,"6,730,747","56,974,503","207,984,684","1,395,247",11,2,0,0,0,0,0,0,0
18,BLOC,"14,008,119,999","161,668,612",1.15%,"12,194,650,604","83,017,528","20,023,501,674",249,"51,649,863",412,"35,470,342","14,613,780,949",396,"36,883,228","14,613,780,949",284,206,8,356,"BLOC,BLDS,BLNT","11,967,762,740","BLOC,BLDS,BLNT","7,056,741,448","162,120,993","12,245,678,670","20,242,785,676","87,185,106",40,76,150,41,10,3,0,0,0
280,W-T,"5,100,666,698","58,130,815",1.14%,"2,232,004,328","40,108,153","4,416,500,489",92,"34,409,062",528,"9,891,727","5,222,831,894",351,"14,746,847","5,222,831,894",0,0,17,293,W-T,"2,856,129,528",W-T,"2,856,129,528","58,141,463","2,239,444,429","4,437,957,089","40,929,458",75,74,21,4,0,0,0,0,0
423,HoD!,"3,669,787,014","41,102,684",1.12%,"1,187,165,843","11,170,534","2,184,804,753",40,"28,121,976",314,"11,697,072","3,672,880,597",291,"12,576,620","3,672,880,597",175,30,31,238,HoD!,"2,461,020,496",HoD!,"2,461,020,496","41,107,256","1,187,219,123","2,184,958,540","11,187,676",118,41,3,1,0,0,0,0,0
404,NOTY,"3,616,621,097","40,237,114",1.11%,"832,123,903","3,978,364","1,470,099,271",64,"27,426,356",284,"12,734,581","3,616,621,097",264,"13,658,147","3,616,621,097",141,46,22,211,NOTY,"2,284,546,325",NOTY,"2,284,546,325","40,237,114","832,123,903","1,470,099,271","3,978,364",82,63,3,0,1,0,0,0,0
429,,"1,144,213,540","12,682,374",1.11%,"120,897,689","4,298,460","387,083,141",2,"25,258,685",188,"6,086,242","1,144,213,540",155,"7,252,354","1,144,213,540",0,0,26,149,,,,,"12,682,374","120,897,689","387,083,141","4,298,460",39,3,0,0,0,0,0,0,0
382,AGEN,"1,777,331,366","19,587,226",1.10%,"205,086,097","7,989,925","863,525,653",13,"22,415,217",226,"7,864,298","1,777,331,366",193,"9,140,667","1,777,331,366",0,0,35,184,AGEN,"1,105,597,916",AGEN,"1,105,597,916","19,587,226","205,086,097","863,525,653","7,989,925",67,15,0,0,0,0,0,0,0
343,PW~B,"1,765,012,510","19,402,995",1.10%,"489,823,588","11,165,312","1,278,047,768",22,"28,110,393",170,"10,382,427","1,765,012,510",153,"11,475,966","1,765,012,510",91,19,18,140,PW~B,"1,403,062,067",PW~B,"1,403,062,067","19,402,995","489,823,588","1,278,047,768","11,165,312",43,30,0,0,0,0,0,0,0
431,,"766,980,074","8,421,539",1.10%,"71,445,127","1,960,045","259,333,940",0,,128,"5,992,032","766,980,074",111,"6,803,398","766,980,074",0,0,26,96,,,,,"8,421,539","71,445,127","259,333,940","1,960,045",22,1,0,0,0,0,0,0,0
366,VW:,"11,381,971,762","123,007,962",1.08%,"14,368,648,439","26,174,152","13,154,743,574",292,"38,209,368",713,"19,384,577","13,821,203,467",673,"20,509,608","13,714,467,548",526,266,21,612,"VW:,VV:,LV:","11,758,312,775","VW:,VV:,LV:","8,298,570,231","131,329,800","14,694,721,460","14,214,420,634","33,495,392",73,236,48,9,9,3,0,2,0
58,DUSK,"3,448,710,930","36,982,089",1.07%,"1,677,116,804","19,194,154","3,238,606,910",59,"47,094,173",176,"19,594,948","3,448,710,930",146,"23,536,408","3,448,710,930",0,0,12,114,DUSK,"2,361,433,308",DUSK,"2,361,433,308","36,982,089","1,677,116,804","3,238,606,910","19,194,154",28,20,26,6,3,2,0,0,0
344,,"1,038,779,195","11,019,438",1.06%,"217,893,337","6,832,356","598,726,087",8,"26,469,649",138,"7,527,385","1,038,779,195",123,"8,370,046","1,038,779,195",28,4,21,99,,,,,"11,019,438","217,893,337","598,726,087","6,832,356",24,11,0,0,0,0,0,0,0
33,AM33,"3,449,847,053","35,811,089",1.04%,"1,066,270,890","27,634,918","2,326,612,012",60,"36,229,684",319,"10,820,567","3,451,761,004",257,"13,327,982","3,451,761,004",0,0,17,190,AM33,"1,577,895,529",AM33,"1,577,895,529","35,811,465","1,066,283,287","2,326,660,546","27,645,255",37,42,18,2,1,0,0,0,0
342,-OR-,"6,915,691,772","71,752,760",1.04%,"3,177,218,143","17,443,088","5,206,043,748",152,"30,557,309",429,"17,056,591","7,317,277,750",410,"17,830,945","7,317,277,750",266,130,27,349,-OR-,"5,308,581,320",-OR-,"5,308,581,320","72,343,168","3,209,265,977","5,310,812,537","18,784,356",92,165,12,0,1,1,0,0,0
268,RA-V,"4,321,983,198","44,521,210",1.03%,"2,318,175,563","31,382,288","4,322,168,876",83,"38,165,928",251,"17,219,057","4,321,983,198",198,"21,729,440","4,321,983,198",80,54,10,196,RA-V,"3,412,127,554",RA-V,"3,412,127,554","44,521,210","2,318,175,563","4,322,168,876","31,382,288",35,62,29,4,0,0,0,0,0
358,ZMR,"7,805,995,541","79,933,672",1.02%,"6,561,918,192","39,031,521","9,244,482,549",197,"30,018,660",542,"16,719,572","9,062,008,145",510,"17,732,415","9,062,008,145",350,177,29,453,"ZMR,-G2-","7,456,573,151","ZMR,-G2-","5,806,815,286","82,104,883","6,696,001,569","9,800,119,900","44,698,831",116,207,14,1,1,0,0,0,0
6,RE06,"2,485,280,214","24,973,647",1.00%,"785,830,041","17,329,193","2,218,330,692",47,"41,440,226",121,"20,539,506","2,485,280,214",111,"22,366,902","2,485,280,214",0,0,6,93,RE06,"2,084,456,411",RE06,"2,084,456,411","24,973,647","785,830,041","2,218,330,692","17,329,193",13,29,18,4,1,0,0,0,0
277,HogW,"4,858,881,137","47,696,171",0.98%,"2,042,353,891","25,043,135","4,123,386,233",89,"38,801,729",262,"18,545,348","4,858,881,137",244,"19,871,336","4,858,881,137",0,0,9,201,HogW,"3,741,522,034",HogW,"3,741,522,034","47,696,171","2,042,353,891","4,123,386,233","25,043,135",50,63,27,3,2,1,0,0,0
463,,"1,264,814,486","12,337,052",0.98%,"150,217,276","5,935,205","378,808,822",2,"16,246,892",245,"5,162,508","1,264,814,486",226,"5,537,103","1,264,814,486",76,0,39,160,,,,,"12,337,052","150,217,276","378,808,822","5,935,205",22,0,0,0,0,0,0,0,0
507,,"955,983,537","9,285,814",0.97%,"52,947,798","2,083,275","196,347,507",1,"14,641,812",534,"2,218,671","1,184,770,077",418,"2,604,371","1,184,770,077",0,0,75,396,,,,,"9,975,922","57,968,677","219,537,522","2,916,516",1,0,0,0,0,0,0,0,0
128,-LV-,"7,217,728,182","69,351,448",0.96%,"4,886,538,751","43,050,021","9,128,665,460",134,"43,210,694",297,"24,302,115","7,217,728,182",274,"26,302,083","7,217,728,182",159,112,8,216,-LV-,"5,398,895,969",-LV-,"5,398,895,969","69,351,448","4,886,538,751","9,128,665,460","43,050,021",36,70,67,13,2,0,0,0,0
151,RGU,"10,381,027,081","99,120,507",0.95%,"9,951,599,783","56,263,529","14,717,906,852",200,"46,357,914",319,"32,572,615","10,390,664,186",304,"34,155,406","10,390,664,186",262,191,5,275,"RGU,RLSF","9,868,701,834","RGU,RLSF","8,650,490,270","99,120,507","9,951,727,657","14,720,872,054","56,462,139",28,93,94,15,6,4,1,0,0
146,~PB~,"5,334,925,820","50,905,833",0.95%,"6,265,190,003","20,605,606","7,308,720,894",88,"49,899,884",193,"27,642,103","5,334,925,820",180,"29,608,083","5,334,925,820",137,86,4,171,~PB~,"4,864,998,566",~PB~,"4,864,998,566","50,905,833","6,265,190,003","7,308,720,894","20,605,606",30,37,43,11,8,0,0,0,0
542,,"593,814,056","5,660,412",0.95%,"49,648,302","940,494","75,136,781",0,,"1,528","819,071","1,251,540,153",363,"1,763,465","900,821,951",0,0,140,"1,377",,,,,"6,141,422","54,582,550","103,440,577","1,420,641",0,0,0,0,0,0,0,0,0
379,,"1,363,478,945","12,965,103",0.95%,"134,847,172","10,091,078","621,168,137",6,"19,243,634",226,"6,033,093","1,363,478,945",180,"7,459,169","1,363,478,945",0,0,33,174,,,,,"12,965,103","134,847,172","621,168,137","10,091,078",46,6,0,0,0,0,0,0,0
299,AUNX,"3,220,130,357","30,489,984",0.95%,"1,005,563,748","13,439,518","2,198,205,711",55,"31,733,503",237,"13,587,048","3,220,130,357",208,"15,401,040","3,220,130,357",121,48,16,176,AUNX,"2,359,819,333",AUNX,"2,359,819,333","30,489,984","1,005,563,748","2,198,205,711","13,439,518",50,60,5,1,0,0,0,0,0
306,EPR,"3,024,798,603","28,386,783",0.94%,"1,138,499,570","16,004,275","2,682,869,636",55,"37,769,629",182,"16,619,773","3,024,798,603",165,"18,260,857","3,024,798,603",70,42,13,104,EPR,"1,949,274,201",EPR,"1,949,274,201","28,386,783","1,138,499,570","2,682,869,636","16,004,275",30,42,18,0,1,1,0,0,0
373,REF,"4,812,799,816","44,997,664",0.93%,"2,647,993,283","31,735,945","4,530,588,982",99,"28,271,390",324,"14,881,235","4,821,520,181",302,"15,934,174","4,821,520,181",203,89,23,270,REF,"3,680,992,634",REF,"3,680,992,634","44,997,664","2,648,087,162","4,531,010,738","31,769,026",73,109,3,1,1,0,0,0,0
440,,"591,797,104","5,461,223",0.92%,"36,722,080","1,945,208","182,614,472",2,"19,121,170",130,"4,552,285","591,797,104",107,"5,453,057","591,797,104",0,0,24,96,,,,,"5,461,223","36,722,080","182,614,472","1,945,208",8,0,0,0,0,0,0,0,0
393,,"599,104,057","5,444,968",0.91%,"71,423,328","2,483,576","259,738,894",2,"23,627,531",88,"6,808,001","599,104,057",79,"7,553,863","599,104,057",30,1,18,71,,,,,"5,444,968","71,423,328","259,738,894","2,483,576",17,4,0,0,0,0,0,0,0
239,BeSt,"2,616,635,144","23,525,975",0.90%,"783,354,687","8,390,122","1,773,891,127",44,"36,459,679",149,"17,561,310","2,616,635,144",135,"19,335,420","2,616,635,144",0,0,7,108,BeSt,"1,816,381,009",BeSt,"1,816,381,009","23,525,975","783,354,687","1,773,891,127","8,390,122",27,46,12,2,0,1,0,0,0
13,NORA,"1,847,165,768","16,311,501",0.88%,"1,432,669,886","10,690,426","1,623,740,717",30,"51,673,907",72,"25,655,080","1,847,165,768",66,"27,967,108","1,847,165,768",18,15,4,51,NORA,"1,587,299,520",NORA,"1,587,299,520","16,311,501","1,432,669,886","1,623,740,717","10,690,426",11,11,14,3,3,1,0,0,0
498,TG!,"2,691,067,383","23,727,440",0.88%,"470,662,448","3,060,293","630,039,715",9,"25,024,960",591,"5,467,691","3,231,405,452",532,"6,000,902","3,231,405,452",255,9,37,458,TG!,"2,100,225,363",TG!,"2,100,225,363","26,592,117","492,746,581","736,410,494","4,910,273",88,4,1,0,0,0,0,0,0
197,MFS,"15,418,232,925","134,030,263",0.87%,"15,285,879,382","78,426,070","21,343,845,904",291,"52,039,706",639,"26,623,234","17,012,246,255",617,"27,548,449","16,998,793,336",370,253,12,542,"MFS,FFS!","14,671,985,723","MFS,FFS!","11,792,228,050","135,424,071","15,520,527,705","21,984,219,917","90,299,300",54,85,147,40,22,5,1,1,0
316,UNiT,"6,794,831,721","57,237,207",0.84%,"2,894,440,826","50,783,988","6,353,152,588",119,"35,506,347",451,"15,928,869","7,183,919,757",418,"17,143,867","7,183,919,757",236,100,16,328,UNiT,"4,973,866,165",UNiT,"4,973,866,165","57,295,444","2,926,548,826","6,471,411,074","53,598,771",80,127,27,2,0,1,0,0,0
482,D&A,"1,949,242,917","16,246,413",0.83%,"148,032,768","3,946,149","539,747,573",5,"21,104,165",402,"5,146,971","2,069,082,371",358,"5,691,603","2,069,082,371",166,5,52,316,D&A,"1,280,044,017",D&A,"1,280,044,017","16,391,579","150,297,129","556,679,739","4,417,871",37,2,0,0,0,0,0,0,0
227,DnG,"2,026,694,618","16,826,679",0.83%,"663,861,283","13,140,857","1,651,650,100",35,"34,382,853",130,"15,589,959","2,026,694,618",112,"18,011,674","2,026,694,618",0,0,10,96,DnG,"1,410,023,548",DnG,"1,410,023,548","16,826,679","663,861,283","1,651,650,100","13,140,857",29,33,9,0,0,0,0,0,0
441,,"616,982,095","5,080,595",0.82%,"43,250,658","1,325,431","160,322,236",1,"13,729,344",141,"4,375,760","616,982,095",116,"5,176,534","616,982,095",0,0,25,96,,,,,"5,080,595","43,250,658","160,322,236","1,325,431",12,0,0,0,0,0,0,0,0
215,H- F,"1,880,971,721","15,460,190",0.82%,"703,326,795","10,078,090","1,399,026,632",36,"35,538,320",127,"14,810,801","1,880,971,721",107,"17,465,862","1,880,971,721",0,0,6,96,H- F,"1,442,172,775",H- F,"1,442,172,775","15,460,190","703,326,795","1,399,026,632","10,078,090",14,32,9,0,1,0,0,0,0
185,TGV,"3,201,094,542","25,826,668",0.81%,"724,466,140","18,920,005","2,910,262,565",60,"37,434,409",174,"18,397,095","3,201,094,542",159,"20,076,450","3,201,094,542",90,54,8,134,TGV,"2,873,339,867",TGV,"2,873,339,867","25,826,668","724,466,140","2,910,262,565","18,920,005",30,45,21,2,0,0,0,0,0
480,,"895,869,088","6,978,434",0.78%,"55,925,373","2,357,215","228,439,972",0,,244,"3,671,595","895,869,088",212,"4,126,712","895,869,088",58,0,47,185,,,,,"6,978,434","55,925,373","228,439,972","2,357,215",2,0,0,0,0,0,0,0,0
451,,"578,684,568","4,499,733",0.78%,"36,345,828","1,504,567","151,354,234",0,,139,"4,163,198","578,684,568",117,"4,821,009","578,684,568",29,0,34,98,,,,,"4,499,733","36,345,828","151,354,234","1,504,567",10,0,0,0,0,0,0,0,0
544,,"592,841,644","4,557,495",0.77%,"48,682,681","438,329","64,625,583",2,"11,447,075","1,825","721,609","1,316,937,019",340,"1,819,381","883,309,420",0,0,142,"1,641",,,,,"4,957,262","53,689,134","89,890,550","704,468",2,0,0,0,0,0,0,0,0
484,,"1,007,925,249","7,668,429",0.76%,"77,171,550","3,465,385","249,238,808",0,,299,"3,370,987","1,007,925,249",240,"4,029,698","1,007,925,249",43,0,45,210,,,,,"7,668,429","77,171,550","249,238,808","3,465,385",1,0,0,0,0,0,0,0,0
270,MOON,"7,980,451,688","60,449,056",0.76%,"5,524,165,523","64,505,794","9,802,650,142",162,"39,155,484",369,"21,866,313","8,068,669,337",339,"23,765,965","8,068,669,337",217,129,17,281,MOON,"6,014,505,655",MOON,"6,014,505,655","60,458,227","5,525,644,943","9,822,251,616","65,299,014",52,114,55,8,3,0,0,0,0
2,02-A,"3,846,605,743","28,480,569",0.74%,"2,229,928,928","27,424,684","3,843,254,516",63,"47,854,809",173,"22,234,715","3,846,605,743",160,"24,019,852","3,846,605,743",0,0,9,138,02-A,"2,280,197,860",02-A,"2,280,197,860","28,480,569","2,229,928,928","3,843,254,516","27,424,684",30,24,31,8,3,1,0,0,0
231,A-OD,"2,007,361,583","14,821,195",0.74%,"862,671,843","12,709,437","1,645,595,180",38,"33,945,772",137,"14,652,274","2,007,361,583",121,"16,538,515","2,007,361,583",0,0,6,91,A-OD,"1,247,612,942",A-OD,"1,247,612,942","14,821,195","862,671,843","1,645,595,180","12,709,437",24,34,10,0,0,0,0,0,0
420,M420,"2,631,583,258","19,307,374",0.73%,"588,695,927","7,499,800","1,288,418,930",22,"24,555,679",299,"8,801,282","2,631,583,258",270,"9,690,357","2,631,583,258",123,18,30,247,M420,"1,779,305,509",M420,"1,779,305,509","19,307,374","588,695,927","1,288,418,930","7,499,800",92,25,0,0,0,0,0,0,0
467,,"740,856,237","5,285,696",0.71%,"52,392,330","1,622,344","167,980,865",1,"17,643,905",167,"4,436,265","740,856,237",149,"4,910,613","740,856,237",38,0,24,120,,,,,"5,285,696","52,392,330","167,980,865","1,622,344",6,0,0,0,0,0,0,0,0
545,,"504,765,741","3,598,572",0.71%,"35,721,794","571,624","47,061,328",0,,"1,922","603,397","1,159,729,044",285,"1,647,290","761,895,634",0,0,154,"1,708",,,,,"4,025,616","40,438,846","69,458,852","958,165",0,0,0,0,0,0,0,0,0
455,RoP,"1,506,432,120","10,701,339",0.71%,"120,528,368","3,948,223","517,400,913",1,"21,103,085",276,"5,458,087","1,506,432,120",254,"5,862,972","1,506,432,120",140,1,32,214,RoP,"1,010,058,693",RoP,"1,010,058,693","10,701,339","120,528,368","517,400,913","3,948,223",29,1,0,0,0,0,0,0,0
238,,"2,440,647,300","17,315,448",0.71%,"653,285,191","15,570,631","1,899,636,534",47,"31,658,249",180,"13,559,152","2,440,647,300",161,"15,102,161","2,440,647,300",0,0,7,135,,,,,"17,315,448","653,285,191","1,899,636,534","15,570,631",32,40,9,0,1,0,0,0,0
313,XSJ,"5,014,317,195","35,345,103",0.70%,"2,878,235,109","36,689,083","4,742,958,332",84,"39,958,691",316,"15,876,228","5,016,888,184",285,"17,545,817","5,016,888,184",118,55,20,224,XSJ,"3,239,672,164",XSJ,"3,239,672,164","35,346,125","2,878,243,269","4,743,247,307","36,704,834",59,62,14,6,6,0,1,0,0
497,TC#,"2,506,540,967","17,396,133",0.69%,"366,950,920","3,077,418","506,774,916",13,"24,185,416",645,"4,713,082","3,039,937,612",539,"5,495,640","3,030,939,300",207,9,61,491,TC#,"1,704,863,474",TC#,"1,704,863,474","20,284,261","390,807,885","603,165,412","4,873,535",89,7,2,0,0,0,0,0,0
500,-HD-,"2,983,280,287","20,653,585",0.69%,"676,114,365","5,142,053","996,269,156",5,"28,521,182",894,"4,686,057","4,189,335,111",742,"5,533,508","3,932,873,885",379,5,57,666,-HD-,"2,181,188,783",-HD-,"2,181,188,783","30,330,685","751,113,318","1,258,913,126","8,238,235",126,2,0,1,0,0,0,0,0
164,,"348,979,728","2,412,856",0.69%,"260,818,699","1,552,811","345,225,177",5,"35,605,285",39,"8,948,198","348,979,728",30,"11,468,909","348,979,728",12,3,5,30,,,,,"2,412,856","260,818,699","345,225,177","1,552,811",4,5,1,0,0,0,0,0,0
153,R~C,"2,963,777,742","20,401,067",0.69%,"2,948,820,284","19,703,357","4,003,087,378",48,"50,180,789",124,"23,901,433","2,963,777,742",114,"25,943,177","2,963,777,742",42,26,8,96,R~C,"2,302,261,280",R~C,"2,302,261,280","20,401,067","2,948,820,284","4,003,087,378","19,703,357",13,22,20,6,6,0,0,0,0
35,SIG,"4,498,683,895","30,743,843",0.68%,"1,208,159,367","32,100,014","3,594,816,977",75,"40,290,598",280,"16,066,728","4,498,683,895",260,"17,274,386","4,498,683,895",0,0,12,202,"SIG,~K&Q","3,264,210,123","SIG,~K&Q","2,070,395,523","30,743,843","1,208,159,367","3,594,816,977","32,100,014",41,56,29,3,1,1,0,0,0
449,,"763,114,536","5,212,550",0.68%,"63,891,326","2,705,202","215,304,567",2,"27,643,709",156,"4,891,760","763,114,536",136,"5,489,944","763,114,536",56,1,31,99,,,,,"5,212,550","63,891,326","215,304,567","2,705,202",12,2,0,0,0,0,0,0,0
346,AVO,"2,102,641,854","14,247,563",0.68%,"669,028,415","8,765,408","1,422,631,703",25,"29,093,095",228,"9,222,113","2,102,641,854",182,"11,458,882","2,102,641,854",73,21,30,183,AVO,"1,270,226,082",AVO,"1,270,226,082","14,247,563","669,028,415","1,422,631,703","8,765,408",57,31,1,0,0,0,0,0,0
487,,"1,252,339,552","8,461,228",0.68%,"92,990,574","4,194,908","315,222,471",2,"17,806,787",314,"3,994,335","1,254,221,035",273,"4,497,046","1,254,221,035",83,2,52,216,,,,,"8,461,797","93,003,021","315,297,831","4,203,175",11,0,0,0,0,0,0,0,0
307,DWO,"2,099,390,907","14,146,806",0.67%,"580,036,668","8,190,466","1,497,805,030",29,"29,146,668",187,"11,226,689","2,099,390,907",167,"12,511,354","2,099,390,907",74,23,21,156,DWO,"1,412,697,950",DWO,"1,412,697,950","14,146,806","580,036,668","1,497,805,030","8,190,466",41,42,0,0,0,0,0,0,0
158,,"141,276,123","928,924",0.66%,"30,399,688","1,347,692","98,273,267",1,"33,563,298",30,"4,709,204","141,276,123",19,"7,282,231","141,276,123",2,0,2,21,,,,,"928,924","30,399,688","98,273,267","1,347,692",3,1,0,0,0,0,0,0,0
150,VoD,"13,689,155,863","89,675,082",0.66%,"13,495,935,613","66,890,842","21,342,304,148",262,"49,498,771",379,"37,175,040","14,089,340,335",371,"37,963,041","14,089,340,335",287,230,5,328,"VoD,FOD_","12,765,193,845","VoD,FOD_","10,667,858,812","89,816,463","13,538,521,464","21,504,818,969","69,923,046",36,77,153,32,8,2,1,0,0
417,THEN,"2,413,406,266","15,602,125",0.65%,"326,374,967","6,331,428","925,969,426",23,"22,847,193",263,"9,176,450","2,413,406,266",227,"10,566,992","2,413,406,266",83,12,27,180,THEN,"1,194,966,279",THEN,"1,194,966,279","15,602,125","326,374,967","925,969,426","6,331,428",95,18,1,0,0,0,0,0,0
494,,"838,537,932","5,403,043",0.64%,"35,557,015","2,121,665","156,836,616",0,,294,"2,852,170","838,537,932",246,"3,276,308","838,537,932",24,0,50,205,,,,,"5,403,043","35,557,015","156,836,616","2,121,665",1,0,0,0,0,0,0,0,0
318,A318,"4,469,318,625","28,223,055",0.63%,"2,623,164,531","34,333,482","5,100,491,133",77,"40,506,240",261,"17,123,826","4,469,318,625",237,"18,790,962","4,469,318,625",102,49,18,174,A318,"2,484,771,062",A318,"2,484,771,062","28,223,055","2,623,164,531","5,100,491,133","34,333,482",36,60,25,7,2,0,0,0,0
398,,"1,361,841,334","8,573,880",0.63%,"127,990,625","3,573,034","504,936,465",12,"24,606,047",173,"7,871,915","1,361,841,334",150,"9,003,057","1,361,841,334",48,9,18,147,,,,,"8,573,880","127,990,625","504,936,465","3,573,034",39,16,0,0,0,0,0,0,0
474,,"580,691,238","3,645,649",0.63%,"29,935,092","1,662,110","130,411,117",0,,160,"3,629,320","580,691,238",137,"4,122,504","580,691,238",28,0,32,112,,,,,"3,645,649","29,935,092","130,411,117","1,662,110",2,0,0,0,0,0,0,0,0
427,,"381,125,656","2,320,039",0.61%,"22,421,829","1,082,943","88,395,605",0,,104,"3,664,670","381,125,656",82,"4,429,862","381,125,656",0,0,19,73,,,,,"2,320,039","22,421,829","88,395,605","1,082,943",4,0,0,0,0,0,0,0,0
303,DRAB,"1,995,067,508","12,133,237",0.61%,"512,738,403","13,842,314","1,518,565,420",28,"34,662,004",198,"10,076,099","1,995,067,508",180,"11,026,658","1,995,067,508",44,21,17,133,DRAB,"1,169,276,190",DRAB,"1,169,276,190","12,133,237","512,738,403","1,518,565,420","13,842,314",35,23,9,0,0,0,0,0,0
260,OVO~,"10,875,134,631","65,126,811",0.60%,"6,812,621,101","72,726,333","13,409,760,278",245,"40,370,033",553,"22,065,632","12,202,294,420",521,"23,389,457","12,202,294,420",350,213,7,416,"OVO~,V-AL","9,414,984,558","OVO~,V-AL","7,323,965,918","66,380,299","6,972,396,506","14,015,477,938","85,463,903",87,146,97,9,4,1,0,0,0
51,ATI,"2,049,352,368","12,249,868",0.60%,"1,149,711,607","16,835,778","1,621,295,980",34,"37,713,299",135,"15,180,388","2,049,352,368",120,"17,035,920","2,049,352,368",0,0,7,92,ATI,"1,585,760,886",ATI,"1,585,760,886","12,249,868","1,149,711,607","1,621,295,980","16,835,778",15,33,8,2,1,0,0,0,0
273,@EVA,"9,733,962,136","57,922,008",0.60%,"5,460,808,402","44,395,213","10,246,501,471",211,"39,220,293",436,"23,326,931","10,170,542,122",402,"25,257,056","10,170,542,122",276,187,9,323,"@EVA,@AVE","8,535,976,340","@EVA,@AVE","7,004,608,055","57,972,516","5,497,237,526","10,369,196,200","46,337,388",63,151,67,5,5,1,0,0,0
155,GOS,"9,180,547,606","54,020,911",0.59%,"4,020,385,628","54,453,853","9,678,905,914",181,"41,093,310",355,"26,170,938","9,290,682,825",345,"26,908,457","9,290,682,825",242,147,7,297,"GOS,!HF!","8,112,980,124","GOS,!HF!","6,199,692,347","54,046,300","4,023,616,789","9,702,035,810","55,071,714",44,122,79,8,0,1,0,0,0
