KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+,Total KD Power,#1 Ally Power,CH16,Lords,CH16 AP,Lords AP,60M+,CH16 Kvk,CH25 Kvk,Allies,Ally Lords,Unique Alliances in KD,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,,
463,PIRU,2549147228,10290749,0.40%,1304468498,23969558,3376612143,57,38021802,"3,234,837,805",2,0,0,0,0,0,0,0,0,0,0,0,3,206,"15,396,342",571,"5,665,215",90,43,49,228,"2,736,871,275",PIRU,"2,736,871,275",PIRU,"2,549,147,228","10,290,749","1,304,468,498","3,376,612,143","23,969,558",34,40,17
464,,1080037040,870247,0.08%,1127977780,11967617,1669570941,25,37147100,"2,027,123,726",1,0,0,0,0,0,0,0,0,0,0,0,2,459,"4,297,302",599,"3,384,180",18,9,44,133,,,,,"1,080,037,040","870,247","1,127,977,780","1,669,570,941","11,967,617",15,19,6
465,,469459494,14637084,3.12%,380855912,2183784,607135410,10,43791108,"961,233,525",1,1,0,0,0,1,0,0,0,0,0,0,2,128,"6,995,902",519,"1,852,088",0,0,66,236,,,,,"469,459,494","14,637,084","380,855,912","607,135,410","2,183,784",7,6,2
466,ScL,2362175310,66938828,2.83%,1948732315,20043605,3392433774,56,38447680,"3,105,376,195",2,0,0,0,0,1,0,0,0,0,0,0,4,225,"13,468,477",583,"5,326,546",0,0,54,249,"2,230,603,516",ScL,"2,230,603,516",ScL,"2,362,175,310","66,938,828","1,948,732,315","3,392,433,774","20,043,605",29,33,18
467,ERS,5589008718,10570255,0.19%,13604581238,51648196,14101130543,64,85281822,"6,210,001,036",40,25,7,3,0,0,0,0,0,0,0,0,48,201,"30,527,638",578,"10,743,946",98,58,29,166,"4,472,374,553",ERS,"4,472,374,553",ERS,"5,589,008,718","10,570,255","13,604,581,238","14,101,130,543","51,648,196",14,9,6
468,RN:W,5902811115,731636513,12.39%,17681033885,81066189,18461871607,65,89505841,"7,351,154,739",46,14,6,3,0,37,7,2,1,0,0,0,58,327,"22,292,651",600,"12,251,925",0,0,58,361,"5,877,258,998",RN:W,"5,877,258,998",RN:W,"5,902,811,115","731,636,513","17,681,033,885","18,461,871,607","81,066,189",46,3,5
469,,486634107,15715536,3.23%,305128623,2444677,414341255,15,25476020,"1,171,431,187",0,0,0,0,0,0,0,0,0,0,0,0,0,172,"6,389,729",576,"2,033,735",0,0,56,254,,,,,"486,634,107","15,715,536","305,128,623","414,341,255","2,444,677",19,10,2
470,WND!,7691097343,353837053,4.60%,10151385035,78852512,14899101473,145,50678383,"8,986,161,950",20,11,1,0,0,5,3,0,0,0,0,0,32,381,"23,433,922",600,"14,976,937",200,122,21,262,"7,129,596,413",WND!,"7,129,596,413",WND!,"7,691,097,343","353,837,053","10,151,385,035","14,899,101,473","78,852,512",48,51,65
472,,541979276,187,0.00%,250152406,2113656,403998282,13,37271385,"1,206,301,023",0,0,0,0,0,0,0,0,0,0,0,0,1,159,"7,155,258",600,"2,010,502",3,1,49,156,,,,,"541,979,276",187,"250,152,406","403,998,282","2,113,656",14,8,4
473,VH7,7554458442,1012983188,13.41%,20954033851,90603868,21097465992,82,90714524,"8,382,313,481",55,37,12,6,1,43,19,6,2,1,0,0,61,254,"32,718,011",597,"14,040,726",0,0,26,226,"7,217,498,736",VH7,"7,217,498,736",VH7,"7,554,458,442","1,012,983,188","20,954,033,851","21,097,465,992","90,603,868",28,13,7
474,Kiss,3328895990,3728138,0.11%,2430175046,21503731,4497423668,53,52367392,"3,805,894,678",5,1,0,0,0,0,0,0,0,0,0,0,17,193,"19,245,337",600,"6,343,158",80,35,61,290,"3,276,525,023",Kiss,"3,276,525,023",Kiss,"3,328,895,990","3,728,138","2,430,175,046","4,497,423,668","21,503,731",17,26,22
475,,262884711,558824,0.21%,127901051,1452531,160676361,4,37056729,"1,262,220,733",0,0,0,0,0,0,0,0,0,0,0,0,0,201,"5,881,901",600,"2,103,701",0,0,60,221,,,,,"262,884,711","558,824","127,901,051","160,676,361","1,452,531",31,3,3
476,GS:S,9866982142,44391317,0.45%,21383100762,109190441,26657516302,162,59670247,"12,723,574,874",39,10,2,2,1,0,0,0,0,0,0,0,77,599,"21,241,360",599,"21,241,360",329,130,11,422,"8,864,752,192",GS:S,"8,864,752,192",GS:S,"9,866,982,142","44,391,317","21,383,100,762","26,657,516,302","109,190,441",112,21,51
477,CRSH,8400999421,20484934,0.24%,9486781728,95190078,15664606440,126,62217716,"9,512,511,016",35,9,2,2,1,0,0,0,0,0,0,0,64,385,"24,488,311",600,"15,854,185",171,105,48,363,"7,317,836,124",CRSH,"7,317,836,124",CRSH,"8,400,999,421","20,484,934","9,486,781,728","15,664,606,440","95,190,078",39,40,31
478,,953469530,25608188,2.69%,481336902,5266326,1077708795,25,31494943,"1,740,163,078",0,0,0,0,0,0,0,0,0,0,0,0,1,220,"7,535,417",600,"2,900,272",0,0,55,199,,,,,"953,469,530","25,608,188","481,336,902","1,077,708,795","5,266,326",24,19,4
479,,916544858,3040762,0.33%,447372599,5509433,839215772,27,29731476,"1,947,987,651",0,0,0,0,0,0,0,0,0,0,0,0,0,226,"8,291,852",601,"3,241,244",0,0,55,178,,,,,"916,544,858","3,040,762","447,372,599","839,215,772","5,509,433",42,20,3
480,,156780708,,0.00%,820638,197272,64071764,5,23902903,"652,479,238",0,0,0,0,0,0,0,0,0,0,0,0,0,154,"3,713,417",600,"1,087,465",0,0,71,238,,,,,"156,780,708",,"820,638","64,071,764","197,272",5,4,0
481,,952600690,5403345,0.57%,1231886102,18165582,1956732921,22,39488016,"1,606,400,352",0,0,0,0,0,0,0,0,0,0,0,0,3,193,"7,845,102",600,"2,677,334",14,14,55,190,,,,,"952,600,690","5,403,345","1,231,886,102","1,956,732,921","18,165,582",16,10,6
482,,733015471,4762328,0.65%,610341820,4613486,884160726,12,50722118,"1,471,603,796",2,1,0,0,0,0,0,0,0,0,0,0,3,202,"6,832,461",600,"2,452,673",29,10,75,289,,,,,"733,015,471","4,762,328","610,341,820","884,160,726","4,613,486",17,8,4
483,-WW-,15463717059,53458213,0.35%,49381851319,216747818,42708760013,228,68178022,"18,948,054,289",67,40,19,9,4,0,0,0,0,0,1,0,110,597,"31,738,784",597,"31,738,784",396,205,11,499,"14,600,911,990","-WW-,-WR-,-WG-","16,892,660,710","-WW-,-WR-,-WG-","15,463,717,059","53,458,213","49,381,851,319","42,708,760,013","216,747,818",170,13,81
484,,144646146,,0.00%,23087134,698954,96816000,3,31902237,"714,328,042",0,0,0,0,0,0,0,0,0,0,0,0,0,179,"3,526,976",600,"1,190,547",0,0,70,242,,,,,"144,646,146",,"23,087,134","96,816,000","698,954",8,3,0
486,,1059252365,2185959,0.21%,668818920,12252774,1213992033,26,33338618,"2,018,965,372",0,0,0,0,0,0,0,0,0,0,0,0,1,276,"6,984,843",600,"3,364,942",0,0,69,262,,,,,"1,059,252,365","2,185,959","668,818,920","1,213,992,033","12,252,774",34,17,5
487,,429240814,5259230,1.23%,108291594,3399398,311173244,9,40890697,"1,126,618,078",0,0,0,0,0,0,0,0,0,0,0,0,1,206,"4,986,554",539,"2,090,201",0,0,40,135,,,,,"429,240,814","5,259,230","108,291,594","311,173,244","3,399,398",6,6,4
488,AD!,2151527632,162524329,7.55%,5248736721,32716013,5302690732,38,57364217,"3,049,394,834",8,7,2,1,0,6,2,0,0,0,0,0,16,222,"13,363,234",541,"5,636,589",0,0,27,243,"2,241,607,478",AD!,"2,241,607,478",AD!,"2,151,527,632","162,524,329","5,248,736,721","5,302,690,732","32,716,013",26,11,5
489,,762903347,17160338,2.25%,752326346,3030882,689860403,15,41658848,"1,385,369,992",1,0,0,0,0,1,0,0,0,0,0,0,2,226,"5,573,895",600,"2,308,950",0,0,67,251,,,,,"762,903,347","17,160,338","752,326,346","689,860,403","3,030,882",10,8,5
490,,383739127,5428158,1.41%,308500893,2265958,268496547,7,30514251,"923,084,786",0,0,0,0,0,0,0,0,0,0,0,0,1,191,"4,349,463",600,"1,538,475",0,0,61,257,,,,,"383,739,127","5,428,158","308,500,893","268,496,547","2,265,958",12,9,0
491,-BD-,3954754984,390102445,9.86%,7504067280,40470271,9239325015,73,53827565,"4,809,624,195",14,5,0,0,0,9,4,2,1,0,0,0,23,265,"17,828,351",600,"8,016,040",0,0,25,189,"3,480,235,298",-BD-,"3,480,235,298",-BD-,"3,954,754,984","390,102,445","7,504,067,280","9,239,325,015","40,470,271",20,21,27
492,,115023745,,0.00%,22179492,39834,53925800,2,32851214,"567,673,316",0,0,0,0,0,0,0,0,0,0,0,0,0,144,"3,276,347",586,"968,726",0,0,67,272,,,,,"115,023,745",,"22,179,492","53,925,800","39,834",6,2,0
493,-SU-,3397503786,4041764,0.12%,5579242389,27775169,6209669139,68,45220292,"4,237,778,229",9,4,2,0,0,0,0,0,0,0,0,0,15,266,"15,577,865",600,"7,062,964",82,49,47,235,"3,372,057,526",-SU-,"3,372,057,526",-SU-,"3,397,503,786","4,041,764","5,579,242,389","6,209,669,139","27,775,169",36,45,12
494,,775924586,595382,0.08%,795206875,5987109,916837922,15,37011038,"1,362,678,051",1,1,1,0,0,0,0,0,0,0,0,0,1,209,"6,071,594",600,"2,271,130",15,7,45,144,,,,,"775,924,586","595,382","795,206,875","916,837,922","5,987,109",15,17,1
495,,681224330,828138,0.12%,39449428,1109367,276661837,13,39502583,"1,230,835,528",0,0,0,0,0,0,0,0,0,0,0,0,1,198,"5,633,363",600,"2,051,393",0,0,55,210,,,,,"681,224,330","828,138","39,449,428","276,661,837","1,109,367",5,11,6
496,,521177321,190019,0.04%,507039451,4401094,533309694,9,36830356,"966,055,452",0,0,0,0,0,0,0,0,0,0,0,0,0,155,"5,688,669",472,"2,046,728",14,7,63,203,,,,,"521,177,321","190,019","507,039,451","533,309,694","4,401,094",14,10,3
497,,155406226,,0.00%,63984396,1096357,84212169,6,25901038,"764,360,852",0,0,0,0,0,0,0,0,0,0,0,0,0,196,"3,177,177",600,"1,273,935",0,0,72,299,,,,,"155,406,226",,"63,984,396","84,212,169","1,096,357",7,4,0
498,,729673324,6462,0.00%,254609776,5341847,506386478,22,23841479,"1,353,076,753",0,0,0,0,0,0,0,0,0,0,0,0,0,206,"5,984,290",600,"2,255,128",0,0,43,93,,,,,"729,673,324","6,462","254,609,776","506,386,478","5,341,847",25,17,0
499,,655626829,20146044,3.07%,592769349,5514691,848421567,12,42772546,"1,045,163,536",2,1,0,0,0,0,0,0,0,0,0,0,2,135,"6,843,419",600,"1,741,939",0,0,69,247,,,,,"655,626,829","20,146,044","592,769,349","848,421,567","5,514,691",11,8,2
500,-HD-,14767845237,2590966720,17.54%,43602440261,137891554,39767637260,191,77255262,"18,228,126,144",81,46,14,6,0,110,43,12,4,1,0,0,121,600,"30,380,210",600,"30,380,210",0,0,18,537,"14,243,104,227","-HD-,-HB,-HF","16,644,491,623","-HD-,-HB,-HF","14,767,845,237","2,590,966,720","43,602,440,261","39,767,637,260","137,891,554",147,5,60
501,,657750635,,0.00%,743130657,4364303,831924383,11,50189703,"1,290,911,813",2,2,1,1,0,0,0,0,0,0,0,0,2,227,"5,093,254",600,"2,151,520",11,8,65,255,,,,,"657,750,635",,"743,130,657","831,924,383","4,364,303",10,8,1
502,ZTO,10884279595,998704294,9.18%,17166393685,117683936,24768232876,188,55229432,"12,563,516,374",35,22,4,0,0,29,10,5,2,0,0,0,63,535,"23,350,532",600,"20,939,194",0,0,31,293,"8,747,359,861",ZTO,"8,747,359,861",ZTO,"10,884,279,595","998,704,294","17,166,393,685","24,768,232,876","117,683,936",83,70,56
503,,905050993,258298,0.03%,454491740,5048681,849800342,17,37002864,"1,530,088,654",1,0,0,0,0,0,0,0,0,0,0,0,1,223,"6,211,948",599,"2,554,405",19,11,57,259,,,,,"905,050,993","258,298","454,491,740","849,800,342","5,048,681",19,13,5
504,HiP,7177097116,12333909,0.17%,14086515927,96695282,15597647193,114,58285074,"8,747,636,258",22,15,7,4,0,0,0,0,0,0,0,0,29,438,"19,717,864",600,"14,579,394",237,102,48,369,"6,533,815,904",HiP,"6,533,815,904",HiP,"7,177,097,116","12,333,909","14,086,515,927","15,597,647,193","96,695,282",67,41,55
505,,671130609,12413125,1.85%,243546148,3092288,528663845,16,33067138,"1,304,172,837",0,0,0,0,0,0,0,0,0,0,0,0,0,194,"5,831,848",600,"2,173,621",0,0,66,214,,,,,"671,130,609","12,413,125","243,546,148","528,663,845","3,092,288",10,14,5
506,,719102372,5772776,0.80%,382487101,3735274,896580846,18,35059305,"1,340,076,812",1,1,0,0,0,0,0,0,0,0,0,0,1,198,"5,968,248",600,"2,233,461",12,6,70,243,,,,,"719,102,372","5,772,776","382,487,101","896,580,846","3,735,274",11,14,3
508,,674998813,1978637,0.29%,1009638861,8929501,934898193,13,41614529,"1,363,160,496",1,1,1,1,0,0,0,0,0,0,0,0,1,216,"5,605,859",600,"2,271,934",8,4,72,218,,,,,"674,998,813","1,978,637","1,009,638,861","934,898,193","8,929,501",14,12,2
509,,972495337,203134,0.02%,2162028072,9312707,1581316537,17,47981393,"1,617,278,116",2,2,1,1,0,0,0,0,0,0,0,0,4,223,"6,659,750",473,"3,419,193",39,13,65,180,,,,,"972,495,337","203,134","2,162,028,072","1,581,316,537","9,312,707",16,11,3
510,,465576042,858,0.00%,204203173,2069849,360550796,12,34478387,"992,503,546",0,0,0,0,0,0,0,0,0,0,0,0,1,177,"4,465,539",600,"1,654,173",0,0,79,246,,,,,"465,576,042",858,"204,203,173","360,550,796","2,069,849",8,8,2
511,VIML,1556866069,19258278,1.24%,950730168,20497860,2253053022,31,42805067,"2,202,084,956",1,0,0,0,0,0,0,0,0,0,0,0,4,212,"9,443,815",600,"3,670,142",45,27,48,201,"1,542,660,157",VIML,"1,542,660,157",VIML,"1,556,866,069","19,258,278","950,730,168","2,253,053,022","20,497,860",16,19,12
512,,203510037,1343584,0.66%,250525627,1700223,221773974,4,37249067,"714,329,835",0,0,0,0,0,0,0,0,0,0,0,0,0,167,"3,059,464",600,"1,190,550",0,0,83,326,,,,,"203,510,037","1,343,584","250,525,627","221,773,974","1,700,223",5,4,1
513,,1542314080,16519010,1.07%,1382550901,13649416,2309499010,35,38277957,"2,320,387,283",2,0,0,0,0,0,0,0,0,0,0,0,2,362,"5,936,235",600,"3,867,312",0,0,72,287,,,,,"1,542,314,080","16,519,010","1,382,550,901","2,309,499,010","13,649,416",19,22,8
514,,621084961,5164191,0.83%,718479185,5433427,832031313,16,36695912,"1,339,461,485",1,0,0,0,0,0,0,0,0,0,0,0,2,202,"5,589,877",600,"2,232,436",0,0,64,196,,,,,"621,084,961","5,164,191","718,479,185","832,031,313","5,433,427",14,9,3
515,FW-Y,22584237542,3926680415,17.39%,86891996536,304381400,65518894459,223,101640093,"26,049,835,325",147,114,60,24,10,155,79,33,13,4,1,1,176,600,"43,416,392",600,"43,416,392",0,0,21,553,"21,422,925,332","FW-Y,FW-Q","22,630,412,327","FW-Y,FW-Q","22,584,237,542","3,926,680,415","86,891,996,536","65,518,894,459","304,381,400",161,8,29
516,SP16,3497185344,17372185,0.50%,2281459253,26773626,5072930540,64,43913010,"4,411,659,759",4,0,0,0,0,0,0,0,0,0,0,0,10,316,"13,301,022",600,"7,352,766",106,55,64,314,"3,472,408,943",SP16,"3,472,408,943",SP16,"3,497,185,344","17,372,185","2,281,459,253","5,072,930,540","26,773,626",33,51,21
517,,770537208,1515448,0.20%,1077571711,6138385,1280012376,15,42869373,"1,335,400,528",1,0,0,0,0,0,0,0,0,0,0,0,4,167,"6,652,477",600,"2,225,668",27,10,81,232,,,,,"770,537,208","1,515,448","1,077,571,711","1,280,012,376","6,138,385",6,12,2
518,VL18,1124932286,13090051,1.16%,1544482629,7266477,1399930174,18,52845120,"1,729,470,949",3,2,2,1,0,0,0,0,0,0,0,0,3,175,"8,415,462",600,"2,882,452",0,0,76,283,"1,107,978,359",VL18,"1,107,978,359",VL18,"1,124,932,286","13,090,051","1,544,482,629","1,399,930,174","7,266,477",9,15,5
519,BNNG,1395785947,4982526,0.36%,2131188126,18781700,2859042190,22,55244870,"2,168,917,435",3,2,1,1,0,0,0,0,0,0,0,0,6,205,"9,473,869",542,"4,001,693",35,18,67,272,"1,396,229,518",BNNG,"1,396,229,518",BNNG,"1,395,785,947","4,982,526","2,131,188,126","2,859,042,190","18,781,700",18,15,5
520,,800278593,2369803,0.30%,340991553,7080811,771359142,27,26403293,"1,429,191,994",0,0,0,0,0,0,0,0,0,0,0,0,0,186,"6,334,348",600,"2,381,987",8,3,72,229,,,,,"800,278,593","2,369,803","340,991,553","771,359,142","7,080,811",11,23,2
521,,1059206732,1665926,0.16%,1639127495,9090960,1868043586,18,47085845,"1,764,902,110",4,2,0,0,0,0,0,0,0,0,0,0,5,200,"7,485,621",600,"2,941,504",21,11,86,314,,,,,"1,059,206,732","1,665,926","1,639,127,495","1,868,043,586","9,090,960",20,13,1
522,,325747884,20616633,6.33%,313854768,1994720,324120273,9,29760907,"1,211,383,210",0,0,0,0,0,1,0,0,0,0,0,0,1,285,"3,385,313",597,"2,029,118",0,0,63,191,,,,,"325,747,884","20,616,633","313,854,768","324,120,273","1,994,720",11,6,1
523,,1202817776,32189774,2.68%,913197473,6673613,1477605583,24,34692232,"1,954,045,652",0,0,0,0,0,0,0,0,0,0,0,0,0,220,"7,627,713",600,"3,256,743",0,0,74,249,,,,,"1,202,817,776","32,189,774","913,197,473","1,477,605,583","6,673,613",15,28,6
524,,733376358,3349822,0.46%,329638877,3654983,769026429,21,29559423,"1,440,319,866",1,0,0,0,0,0,0,0,0,0,0,0,1,166,"6,783,882",600,"2,400,533",0,0,78,280,,,,,"733,376,358","3,349,822","329,638,877","769,026,429","3,654,983",15,18,1
525,RKoD,1435990134,65113111,4.53%,4417979921,16202587,3804641887,15,90783051,"2,007,523,713",10,9,2,1,0,3,1,0,0,0,0,0,10,153,"11,229,980",600,"3,345,873",0,0,49,139,"1,340,600,780",RKoD,"1,340,600,780",RKoD,"1,435,990,134","65,113,111","4,417,979,921","3,804,641,887","16,202,587",8,6,1
527,,748278674,6251257,0.84%,997509175,5652190,1199466496,14,51847279,"1,302,178,571",3,1,0,0,0,0,0,0,0,0,0,0,4,120,"8,260,650",600,"2,170,298",0,0,76,268,,,,,"748,278,674","6,251,257","997,509,175","1,199,466,496","5,652,190",3,9,2
528,PSI,5970345472,292478101,4.90%,8618489970,39463139,10590226001,124,43637893,"7,312,830,942",10,4,2,0,0,6,1,0,0,0,0,0,20,394,"18,116,809",600,"12,188,052",187,94,30,269,"5,179,778,388",PSI,"5,179,778,388",PSI,"5,970,345,472","292,478,101","8,618,489,970","10,590,226,001","39,463,139",67,78,32
529,,535525882,13851943,2.59%,173235412,2271642,569060026,13,29883091,"1,150,937,368",0,0,0,0,0,0,0,0,0,0,0,0,0,139,"6,069,797",600,"1,918,229",0,0,87,323,,,,,"535,525,882","13,851,943","173,235,412","569,060,026","2,271,642",11,13,2
530,KOA#,15234153632,79870031,0.52%,45276499910,178618682,40165975399,224,68779806,"18,584,824,687",80,41,13,6,0,1,1,0,0,0,0,0,114,600,"30,974,708",600,"30,974,708",485,214,13,562,"14,569,790,827","KOA#,KOAA","15,871,154,665","KOA#,KOAA","15,234,153,632","79,870,031","45,276,499,910","40,165,975,399","178,618,682",139,16,77
531,GLT,1117249620,9161542,0.82%,762151115,10471350,1293477518,17,54024891,"1,678,324,239",3,2,0,0,0,0,0,0,0,0,0,0,4,123,"11,277,417",600,"2,797,207",29,16,28,92,"1,085,325,803",GLT,"1,085,325,803",GLT,"1,117,249,620","9,161,542","762,151,115","1,293,477,518","10,471,350",11,10,8
532,,132311023,69310,0.05%,8624327,407662,41941073,2,32608667,"640,960,814",0,0,0,0,0,0,0,0,0,0,0,0,0,93,"3,574,631",600,"1,068,268",0,0,79,267,,,,,"132,311,023","69,310","8,624,327","41,941,073","407,662",6,4,0
533,,189996938,124525,0.07%,25490402,375124,101318963,5,31350016,"770,954,166",0,0,0,0,0,0,0,0,0,0,0,0,0,89,"5,097,007",599,"1,287,069",0,0,78,292,,,,,"189,996,938","124,525","25,490,402","101,318,963","375,124",6,5,0
534,,124351966,98575,0.08%,13557058,350960,61818839,2,28295158,"644,545,896",0,0,0,0,0,0,0,0,0,0,0,0,0,67,"4,927,224",600,"1,074,243",0,0,80,271,,,,,"124,351,966","98,575","13,557,058","61,818,839","350,960",10,3,0
535,,677310711,1686924,0.25%,531803560,3509480,955964693,16,33342644,"1,227,921,855",1,0,0,0,0,0,0,0,0,0,0,0,1,90,"10,153,210",600,"2,046,536",0,0,65,254,,,,,"677,310,711","1,686,924","531,803,560","955,964,693","3,509,480",13,16,0
536,,620533361,1696816,0.27%,410146255,6416953,688971555,14,34137641,"1,222,556,961",0,0,0,0,0,0,0,0,0,0,0,0,0,107,"8,693,568",600,"2,037,595",31,9,85,280,,,,,"620,533,361","1,696,816","410,146,255","688,971,555","6,416,953",16,12,3
537,,172714039,318068,0.18%,14512084,1175610,134307763,3,32408169,"584,692,526",0,0,0,0,0,0,0,0,0,0,0,0,0,33,"7,919,036",600,"974,488",0,0,91,338,,,,,"172,714,039","318,068","14,512,084","134,307,763","1,175,610",3,4,0
538,VoD#,13333080637,102775442,0.77%,18656795314,181638179,27925103097,265,47941381,"14,879,654,189",22,10,1,0,0,0,0,0,0,0,0,0,62,535,"27,692,446",598,"24,882,365",398,224,31,483,"10,422,558,664","VoD#,VoD2","12,439,697,596","VoD#,VoD2","13,333,080,637","102,775,442","18,656,795,314","27,925,103,097","181,638,179",76,127,82
539,BP-A,16867467871,2553022965,15.14%,42714580880,239362960,45591254594,188,89380626,"19,251,168,449",127,86,16,7,4,110,42,16,3,1,1,1,149,474,"40,396,092",600,"32,085,281",0,0,27,432,"14,012,283,112","BP-A,BP-B,BP-D","17,611,640,077","BP-A,BP-B,BP-D","16,867,467,871","2,553,022,965","42,714,580,880","45,591,254,594","239,362,960",118,26,7
540,,829268293,2686372,0.32%,223742160,7298066,906773001,15,40655004,"1,404,764,064",1,0,0,0,0,0,0,0,0,0,0,0,1,80,"13,999,922",600,"2,341,273",11,3,69,290,,,,,"829,268,293","2,686,372","223,742,160","906,773,001","7,298,066",16,12,6
541,CMS-,9551593962,420949223,4.41%,16550865839,94772985,22016892198,110,85921711,"10,260,137,176",65,34,4,2,0,9,2,1,0,0,0,0,97,206,"48,793,793",600,"17,100,229",143,103,46,276,"9,107,467,741",CMS-,"9,107,467,741",CMS-,"9,551,593,962","420,949,223","16,550,865,839","22,016,892,198","94,772,985",17,5,9
542,,744869382,12197675,1.64%,664008149,7052495,1078561742,15,41304401,"1,111,079,130",1,0,0,0,0,0,0,0,0,0,0,0,2,46,"18,512,217",600,"1,851,799",0,0,85,339,,,,,"744,869,382","12,197,675","664,008,149","1,078,561,742","7,052,495",8,10,4
543,sith,12024101711,1138816846,9.47%,25981888651,154274346,27771620748,221,51847397,"13,508,162,877",31,9,4,1,1,30,5,3,2,1,0,0,54,472,"28,419,802",599,"22,551,190",392,202,35,470,"10,141,780,674","sith,DoA","11,567,462,323","sith,DoA","12,024,101,711","1,138,816,846","25,981,888,651","27,771,620,748","154,274,346",65,87,92
544,RdL,15904679462,643119565,4.04%,16764692409,172562243,30149634895,406,46549104,"21,389,091,398",34,10,1,0,0,11,1,1,0,0,0,0,82,600,"35,648,486",600,"35,648,486",506,368,8,508,"9,483,216,099","RdL,RdP#,RDLF","18,079,207,146","RdL,RdP#,RDLF","20,142,780,115","697,835,281","18,369,134,580","35,033,103,568","218,690,354",96,216,132
545,,621703265,20564,0.00%,258030789,2541558,738092887,16,29175173,"1,069,069,052",0,0,0,0,0,0,0,0,0,0,0,0,0,68,"12,351,866",600,"1,781,782",22,9,74,270,,,,,"621,703,265","20,564","258,030,789","738,092,887","2,541,558",13,14,3
546,,175826833,1121006,0.64%,450366766,1458860,247476620,4,27281009,"691,302,178",0,0,0,0,0,0,0,0,0,0,0,0,0,59,"8,071,791",600,"1,152,170",0,0,66,231,,,,,"175,826,833","1,121,006","450,366,766","247,476,620","1,458,860",15,2,1
547,NVA7,1763373494,7577853,0.43%,1333840428,21088501,2865612480,34,47191675,"2,389,155,406",2,0,0,0,0,0,0,0,0,0,0,0,6,129,"17,011,644",600,"3,981,926",39,24,52,179,"1,620,342,563",NVA7,"1,620,342,563",NVA7,"1,763,373,494","7,577,853","1,333,840,428","2,865,612,480","21,088,501",20,11,18
548,SoT,1302491538,62072867,4.77%,1896314701,10027116,1665368456,34,35635151,"1,992,225,044",3,2,0,0,0,1,1,1,1,1,0,0,3,203,"9,112,815",600,"3,320,375",0,0,70,249,"1,235,414,410",SoT,"1,235,414,410",SoT,"1,302,491,538","62,072,867","1,896,314,701","1,665,368,456","10,027,116",24,24,3
549,tCG,2296968150,3547768,0.15%,1968337233,26590938,3905960714,38,51908080,"3,027,911,911",5,0,0,0,0,0,0,0,0,0,0,0,13,146,"19,729,389",600,"5,046,520",70,35,70,295,"2,264,803,739",tCG,"2,264,803,739",tCG,"2,296,968,150","3,547,768","1,968,337,233","3,905,960,714","26,590,938",29,20,12
