KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+,Total KD Power,#1 Ally Power,CH16,Lords,CH16 AP,Lords AP,60M+,CH16 Kvk,CH25 Kvk,Allies,Ally Lords,Unique Alliances in KD,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M
504,HiP,7527832501,4348087,0.06%,16365752761,126647494,18895962286,112,63531062,0,0,0,0,0,27,17,7,4,1,0,0,"8,902,653,905","6,684,275,982",405,600,"21,683,608","14,837,757",35,210,94,48,342,HiP,"7,527,832,501","4,348,087","16,365,752,761","18,895,962,286","126,647,494",52,30,55
505,5W5,4847116251,446726014,9.22%,14351761516,67449678,11758524616,53,89142321,23,3,1,1,0,31,22,9,4,3,1,0,"5,943,225,321","4,765,227,208",326,600,"17,779,340","9,905,376",37,0,0,55,276,5W5,"4,847,116,251","446,726,014","14,351,761,516","11,758,524,616","67,449,678",29,13,6
506,,656092299,,0.00%,346302645,2924137,841079128,16,37989044,0,0,0,0,0,1,1,0,0,0,0,0,"1,234,538,044",,193,600,"5,544,897","2,057,563",1,1,1,69,228,,"656,092,299",,"346,302,645","841,079,128","2,924,137",6,12,4
508,,656009141,,0.00%,951193356,6181712,829573830,14,38883254,0,0,0,0,0,1,1,1,1,0,0,0,"1,267,702,496",,202,600,"5,522,010","2,112,837",2,4,3,75,213,,"656,009,141",,"951,193,356","829,573,830","6,181,712",15,11,1
509,-I-,12967497728,2013771988,15.53%,56757130444,312783971,45850044670,119,108079770,86,29,14,9,5,92,73,34,13,5,2,1,"15,158,639,851","12,699,398,643",569,600,"26,577,417","25,264,400",104,0,0,33,404,-I-,"12,967,497,728","2,013,771,988","56,757,130,444","45,850,044,670","312,783,971",75,9,2
510,,432613313,466157,0.11%,192886341,1818945,336728095,11,37684418,0,0,0,0,0,1,0,0,0,0,0,0,"984,690,768",,174,600,"4,500,558","1,641,151",1,2,1,78,232,,"432,613,313","466,157","192,886,341","336,728,095","1,818,945",8,6,3
511,VIML,1819525795,71442792,3.93%,1080958793,21138761,2582808721,34,47166155,1,1,0,0,0,2,0,0,0,0,0,0,"2,506,801,868","1,859,098,083",216,600,"10,707,002","4,178,003",9,0,0,44,191,VIML,"1,819,525,795","71,442,792","1,080,958,793","2,582,808,721","21,138,761",21,15,13
512,,183306323,,0.00%,53599690,521876,140400441,4,33318344,0,0,0,0,0,0,0,0,0,0,0,0,"661,317,651",,160,600,"2,878,440","1,102,196",0,0,0,85,327,,"183,306,323",,"53,599,690","140,400,441","521,876",5,3,1
513,,1350351172,1627165,0.12%,1201472892,10301230,1743259010,30,39955945,0,0,0,0,0,1,0,0,0,0,0,0,"2,094,211,843",,348,600,"5,510,654","3,490,353",3,0,0,71,275,,"1,350,351,172","1,627,165","1,201,472,892","1,743,259,010","10,301,230",10,21,7
514,,752799023,11009364,1.46%,961567229,7328568,1112496018,16,41727322,0,0,0,0,0,1,0,0,0,0,0,0,"1,454,391,883",,203,600,"6,124,975","2,423,986",4,0,0,62,197,,"752,799,023","11,009,364","961,567,229","1,112,496,018","7,328,568",13,7,4
515,FW-Y,5562406290,520739352,9.36%,21570043170,82746882,15479307697,60,91522314,26,4,2,1,0,36,28,17,8,1,0,0,"7,668,527,527","4,372,655,759",591,600,"12,947,516","12,780,879",39,0,0,27,350,FW-Y,"5,562,406,290","520,739,352","21,570,043,170","15,479,307,697","82,746,882",53,9,8
516,SP16,4596604867,6987596,0.15%,4255945974,46111803,8082029185,81,50116336,0,0,0,0,0,9,5,0,0,0,0,0,"5,582,395,400","4,346,935,661",333,600,"16,150,583","9,303,992",22,117,69,59,315,SP16,"4,596,604,867","6,987,596","4,255,945,974","8,082,029,185","46,111,803",30,47,25
517,,894557160,1741412,0.19%,1353541569,7140310,1470524230,17,44710847,0,0,0,0,0,1,0,0,0,0,0,0,"1,443,863,654",,165,600,"7,397,943","2,406,439",5,23,11,69,207,,"894,557,160","1,741,412","1,353,541,569","1,470,524,230","7,140,310",7,12,3
518,VL18,1529833718,39496926,2.58%,2712655407,20183834,2494456196,24,54550133,1,1,0,0,0,4,3,3,1,0,0,0,"2,149,978,422","1,475,734,656",183,600,"10,390,469","3,583,297",6,0,0,71,250,VL18,"1,529,833,718","39,496,926","2,712,655,407","2,494,456,196","20,183,834",14,16,6
519,BNNG,4628326208,300771380,6.50%,8706815827,40151602,10571729405,69,63657344,9,2,1,0,0,18,8,3,1,1,0,0,"5,579,807,654","4,304,936,462",278,600,"19,234,327","9,299,679",32,0,0,64,312,BNNG,"4,628,326,208","300,771,380","8,706,815,827","10,571,729,405","40,151,602",32,19,21
520,,472489407,3151638,0.67%,177787479,4511156,438859419,15,28967752,0,0,0,0,0,0,0,0,0,0,0,0,"1,052,468,300",,159,600,"5,005,346","1,754,114",0,0,0,70,206,,"472,489,407","3,151,638","177,787,479","438,859,419","4,511,156",7,10,3
521,,735705844,412067,0.06%,1066509585,8211761,1612636839,16,40626421,0,0,0,0,0,1,0,0,0,0,0,0,"1,467,574,443",,194,600,"6,184,617","2,445,957",4,20,11,82,312,,"735,705,844","412,067","1,066,509,585","1,612,636,839","8,211,761",18,10,2
522,,598977324,11503324,1.92%,335414309,5331066,803556777,14,35929517,0,0,0,0,0,0,0,0,0,0,0,0,"1,361,773,852",,269,600,"4,110,042","2,269,623",2,6,3,67,191,,"598,977,324","11,503,324","335,414,309","803,556,777","5,331,066",14,8,3
523,,1143265704,35107128,3.07%,961011620,6893791,1567441931,23,38396243,1,0,0,0,0,0,0,0,0,0,0,0,"1,863,349,032",,205,600,"7,718,588","3,105,582",1,0,0,71,237,,"1,143,265,704","35,107,128","961,011,620","1,567,441,931","6,893,791",13,19,9
524,,701269848,4899750,0.70%,322678365,3689905,786037489,17,33861778,0,0,0,0,0,1,0,0,0,0,0,0,"1,390,331,047",,160,600,"6,713,526","2,317,218",1,16,6,76,268,,"701,269,848","4,899,750","322,678,365","786,037,489","3,689,905",17,9,5
525,RKoD,1371916991,26457470,1.93%,3870271003,18783106,3454911175,14,92390238,1,0,0,0,0,9,8,2,2,0,0,0,"1,922,927,125","1,106,442,207",151,600,"10,815,182","3,204,879",9,0,0,49,129,RKoD,"1,371,916,991","26,457,470","3,870,271,003","3,454,911,175","18,783,106",6,7,0
527,,725696993,20092351,2.77%,1716401308,7594013,1133598189,12,57103135,1,1,0,0,0,3,3,1,0,0,0,0,"1,281,005,081",,124,600,"7,831,166","2,135,008",3,0,0,76,260,,"725,696,993","20,092,351","1,716,401,308","1,133,598,189","7,594,013",3,7,3
528,PSI,6761979301,164694254,2.44%,11852537971,58471286,13134004256,123,50450122,3,0,0,0,0,18,8,3,2,0,0,0,"8,017,620,672","6,074,151,137",369,600,"21,219,702","13,362,701",29,168,98,27,251,PSI,"6,761,979,301","164,694,254","11,852,537,971","13,134,004,256","58,471,286",67,53,45
529,,520001318,136,0.00%,148088540,2258722,535564484,12,31664194,0,0,0,0,0,0,0,0,0,0,0,0,"1,119,720,619",,130,600,"6,210,645","1,866,201",0,4,2,90,297,,"520,001,318",136,"148,088,540","535,564,484","2,258,722",14,11,2
530,KOA#,16625912129,11708495,0.07%,54668766768,208989591,49607616270,218,77242539,0,0,0,0,0,107,55,13,5,0,0,0,"20,129,914,805","15,597,798,053",600,600,"33,549,858","33,549,858",148,446,208,20,538,"KOA#,KOAA","16,625,912,129","11,708,495","54,668,766,768","49,607,616,270","208,989,591",148,4,46
531,,935660896,80337,0.01%,336403593,11547500,1214708918,16,50193003,0,0,0,0,0,2,0,0,0,0,0,0,"1,460,432,720",,115,600,"10,143,378","2,434,055",4,18,12,29,93,,"935,660,896","80,337","336,403,593","1,214,708,918","11,547,500",5,10,7
532,,351934992,,0.00%,190978965,1704952,404929148,7,40797219,0,0,0,0,0,1,0,0,0,0,0,0,"820,346,038",,92,600,"5,576,171","1,367,243",1,2,2,79,270,,"351,934,992",,"190,978,965","404,929,148","1,704,952",4,6,1
533,,207666708,71652,0.03%,26304865,355953,96652107,6,29019236,0,0,0,0,0,0,0,0,0,0,0,0,"745,769,706",,84,600,"5,083,923","1,242,950",0,2,1,78,290,,"207,666,708","71,652","26,304,865","96,652,107","355,953",6,3,2
534,,136579498,456589,0.33%,15700022,366011,82410072,3,29116375,0,0,0,0,0,0,0,0,0,0,0,0,"590,033,226",,56,600,"4,867,485","983,389",0,0,0,81,273,,"136,579,498","456,589","15,700,022","82,410,072","366,011",6,3,0
535,LoC-,8001447359,751491961,9.39%,21804222084,119546933,25399449766,91,87004579,31,5,0,0,0,59,34,7,1,0,0,0,"8,799,650,793","7,703,003,565",209,600,"40,834,794","14,666,085",73,3,1,59,313,LoC-,"8,001,447,359","751,491,961","21,804,222,084","25,399,449,766","119,546,933",25,10,6
536,,840653411,8225877,0.98%,515181515,6180178,892715075,20,35427448,0,0,0,0,0,0,0,0,0,0,0,0,"1,423,205,297",,110,600,"10,311,606","2,372,009",0,0,0,81,266,,"840,653,411","8,225,877","515,181,515","892,715,075","6,180,178",15,14,7
537,,190055731,961614,0.51%,17227790,1862574,164881640,3,34807610,0,0,0,0,0,0,0,0,0,0,0,0,"590,904,138",,31,600,"8,652,286","984,840",0,4,2,91,340,,"190,055,731","961,614","17,227,790","164,881,640","1,862,574",0,6,1
538,VoD#,13495287727,42408379,0.31%,21438199018,220820386,34625793538,233,55336855,0,0,0,0,0,42,17,2,0,0,0,0,"14,991,812,291","11,144,544,841",480,600,"31,009,255","24,986,354",73,322,198,37,457,"VoD#,VoD2","13,495,287,727","42,408,379","21,438,199,018","34,625,793,538","220,820,386",78,63,104
539,BP-D,15490328041,1821635078,11.76%,45911833368,272855272,47216564564,174,90747833,85,18,6,3,3,124,92,30,9,4,2,1,"18,640,380,268","10,390,326,137",528,600,"35,175,666","31,067,300",131,0,0,20,482,"BP-D,BP-A,BP-B,BP-C","15,490,328,041","1,821,635,078","45,911,833,368","47,216,564,564","272,855,272",164,12,0
540,,650763301,834639,0.13%,166421404,5128882,744395311,12,40222575,0,0,0,0,0,0,0,0,0,0,0,0,"1,141,209,808",,67,600,"12,749,875","1,902,016",0,16,6,68,269,,"650,763,301","834,639","166,421,404","744,395,311","5,128,882",9,9,7
541,~FC~,11464933130,409725163,3.57%,23927361614,137314609,28676476582,120,94436433,7,2,1,0,0,88,50,9,4,1,0,0,"12,310,164,177","11,179,699,449",241,600,"50,268,580","20,516,940",111,176,117,40,294,~FC~,"11,464,933,130","409,725,163","23,927,361,614","28,676,476,582","137,314,609",26,2,8
542,,940139892,8449494,0.90%,643071840,11516358,1266391994,17,47292090,0,0,0,0,0,0,0,0,0,0,0,0,"1,314,845,714",,49,600,"21,570,140","2,191,410",5,0,0,83,320,,"940,139,892","8,449,494","643,071,840","1,266,391,994","11,516,358",8,10,4
543,sith,13432006823,373108851,2.78%,25786851159,168189316,31157003985,230,56627801,2,0,0,0,0,44,18,7,1,0,0,0,"15,303,300,522","11,831,147,092",511,600,"29,807,970","25,505,501",78,376,194,25,506,"sith,DoA","13,432,006,823","373,108,851","25,786,851,159","31,157,003,985","168,189,316",89,60,88
544,RdL,15979008117,262054433,1.64%,13974141535,189065396,28628381661,338,50148033,1,0,0,0,0,38,11,1,0,0,0,0,"18,920,840,343","10,224,824,717",544,600,"34,695,240","31,534,734",79,365,278,21,472,"RdL,RdP#","17,885,550,623","271,892,144","14,489,895,538","30,494,083,551","206,590,806",65,137,138
545,,793387719,11823227,1.49%,539673569,6782405,1079450183,17,40029380,0,0,0,0,0,1,1,0,0,0,0,0,"1,132,587,324",,51,600,"17,666,870","1,887,646",1,0,0,67,214,,"793,387,719","11,823,227","539,673,569","1,079,450,183","6,782,405",6,14,3
546,,232308209,2626335,1.13%,523489935,1802634,371765166,8,23770672,0,0,0,0,0,0,0,0,0,0,0,0,"653,965,825",,50,600,"8,791,855","1,089,943",0,2,0,68,234,,"232,308,209","2,626,335","523,489,935","371,765,166","1,802,634",9,5,1
547,NVA7,2882686332,13567509,0.47%,5865680154,52309264,7365885774,50,55343527,0,0,0,0,0,9,3,0,0,0,0,0,"3,449,020,862","2,708,386,562",136,600,"23,942,317","5,748,368",14,60,40,52,192,NVA7,"2,882,686,332","13,567,509","5,865,680,154","7,365,885,774","52,309,264",13,12,26
548,SoT,1191433674,31661,0.00%,1550419495,7133290,1285537746,34,35313661,0,0,0,0,0,3,2,0,0,0,0,0,"1,952,276,308","1,116,880,185",208,600,"8,719,534","3,253,794",3,0,0,70,242,SoT,"1,191,433,674","31,661","1,550,419,495","1,285,537,746","7,133,290",26,22,4
549,KNOD,9260648770,10970776,0.12%,21194708178,138676055,23224772551,129,68811192,0,0,0,0,0,44,20,8,4,1,1,1,"10,521,892,889","8,615,681,354",341,599,"30,541,335","17,565,764",63,225,115,47,376,"KNOD,KNOF","9,260,648,770","10,970,776","21,194,708,178","23,224,772,551","138,676,055",58,33,36
550,,313510316,32844,0.01%,191422615,3725664,276188777,7,36555952,0,0,0,0,0,0,0,0,0,0,0,0,"630,102,578",,44,600,"10,799,989","1,050,171",0,9,6,86,286,,"313,510,316","32,844","191,422,615","276,188,777","3,725,664",5,6,2
551,AC~A,20927217431,30370242,0.15%,79548333016,286069624,63982608198,248,85712923,0,0,0,0,0,137,91,37,17,5,0,0,"24,551,869,784","19,841,433,681",600,600,"40,919,783","40,919,783",183,439,219,17,523,"AC~A,AC~D","20,927,217,431","30,370,242","79,548,333,016","63,982,608,198","286,069,624",183,3,30
552,,726076008,8721908,1.20%,372127367,14228932,1127353730,14,44207655,0,0,0,0,0,0,0,0,0,0,0,0,"993,795,426",,47,600,"18,256,871","1,656,326",3,16,9,81,307,,"726,076,008","8,721,908","372,127,367","1,127,353,730","14,228,932",7,10,4
553,,835102424,204277,0.02%,393122153,4823304,803739465,19,30227769,0,0,0,0,0,0,0,0,0,0,0,0,"1,179,142,787",,69,600,"15,573,049","1,965,238",0,9,5,59,250,,"835,102,424","204,277","393,122,153","803,739,465","4,823,304",21,19,2
554,LxV,23715560892,3762799756,15.87%,105756960532,427790109,81400999538,241,100365555,166,79,27,7,4,176,137,72,35,3,0,0,"27,832,777,292","22,770,095,256",601,601,"46,310,778","46,310,778",196,0,0,14,544,"LxV,LxE,LxA","23,715,560,892","3,762,799,756","105,756,960,532","81,400,999,538","427,790,109",207,6,2
555,_ES_,8534789895,517926637,6.07%,26665189921,108644027,23182960047,110,73570623,15,2,1,0,0,57,28,13,4,1,0,0,"9,661,315,457","7,850,734,826",268,600,"35,827,052","16,102,192",68,218,105,40,332,"_ES_,_RS_","8,534,789,895","517,926,637","26,665,189,921","23,182,960,047","108,644,027",69,27,10
556,,492672611,,0.00%,10453507,1630591,294568337,10,28896304,0,0,0,0,0,0,0,0,0,0,0,0,"652,261,967",,42,600,"14,306,342","1,087,103",0,8,6,31,163,,"492,672,611",,"10,453,507","294,568,337","1,630,591",8,14,1
558,,348655482,1542100,0.44%,83254348,418134,192397448,5,32695983,0,0,0,0,0,0,0,0,0,0,0,0,"601,863,405",,70,435,"7,885,112","1,383,594",0,0,0,21,67,,"348,655,482","1,542,100","83,254,348","192,397,448","418,134",10,8,1
559,SHOV,5762904246,347314542,6.03%,12614649868,51280144,13219655736,79,67452435,12,3,0,0,0,27,10,2,1,0,0,0,"6,175,129,431","5,169,201,133",158,496,"38,766,249","12,449,858",45,0,0,24,254,SHOV,"5,762,904,246","347,314,542","12,614,649,868","13,219,655,736","51,280,144",31,23,16
560,,475988339,18400337,3.87%,378707105,5626142,591090838,12,30953592,1,0,0,0,0,0,0,0,0,0,0,0,"736,306,168",,89,434,"7,585,790","1,696,558",0,0,0,34,203,,"475,988,339","18,400,337","378,707,105","591,090,838","5,626,142",6,10,2
561,,2133563388,72925855,3.42%,1775961439,20310546,3042540820,40,45521056,1,1,0,0,0,5,2,0,0,0,0,0,"2,640,969,414",,184,600,"14,078,115","4,401,616",9,0,0,37,199,,"2,133,563,388","72,925,855","1,775,961,439","3,042,540,820","20,310,546",23,23,11
562,,348504403,,0.00%,5018587,226954,154626812,8,27679135,0,0,0,0,0,0,0,0,0,0,0,0,"620,765,227",,53,409,"10,804,377","1,517,763",0,2,1,19,128,,"348,504,403",,"5,018,587","154,626,812","226,954",9,11,0
563,-GD-,6344194468,6584295,0.10%,9833175178,74409213,13732663264,128,46994343,0,0,0,0,0,9,3,1,1,1,0,0,"7,541,476,322","5,090,757,098",471,600,"15,916,711","12,569,127",18,159,86,30,379,-GD-,"6,344,194,468","6,584,295","9,833,175,178","13,732,663,264","74,409,213",42,59,54
564,,1063133608,45193159,4.25%,1498079679,7615162,1561299228,31,33031827,1,1,0,0,0,2,1,0,0,0,0,0,"1,500,949,178",,92,431,"15,792,047","3,482,481",2,0,0,16,107,,"1,063,133,608","45,193,159","1,498,079,679","1,561,299,228","7,615,162",20,23,3
565,GE65,3199324005,282454596,8.83%,9456482622,66187207,9180640446,36,84283976,13,3,0,0,0,18,10,6,1,0,0,0,"3,602,139,833","3,100,202,763",119,458,"29,884,189","7,864,934",25,83,31,34,247,GE65,"3,199,324,005","282,454,596","9,456,482,622","9,180,640,446","66,187,207",14,8,8
566,SHOW,2891622992,1855207,0.06%,1474498040,29587111,3931492739,61,41540604,0,0,0,0,0,3,0,0,0,0,0,0,"3,314,843,936","3,038,656,297",146,480,"22,410,257","6,905,925",8,69,42,27,222,SHOW,"2,891,622,992","1,855,207","1,474,498,040","3,931,492,739","29,587,111",19,46,15
568,SPqR,5053801507,796699323,15.76%,16146573106,66541688,14208863755,75,64903517,30,13,9,4,1,28,9,3,0,0,0,0,"6,117,601,621","4,890,573,309",258,600,"23,464,286","10,196,003",38,126,63,18,229,SPqR,"5,053,801,507","796,699,323","16,146,573,106","14,208,863,755","66,541,688",48,23,15
569,,961400519,28053894,2.92%,615916624,7929449,975083623,23,30439773,1,0,0,0,0,1,0,0,0,0,0,0,"1,355,733,665",,94,446,"13,940,272","3,039,762",1,24,11,24,125,,"961,400,519","28,053,894","615,916,624","975,083,623","7,929,449",22,20,3
570,,770079999,1777015,0.23%,402612317,11079052,1023351948,16,40152313,0,0,0,0,0,1,1,0,0,0,0,0,"1,127,949,470",,82,462,"13,001,540","2,441,449",1,17,8,34,206,,"770,079,999","1,777,015","402,612,317","1,023,351,948","11,079,052",8,13,6
571,GVC!,3102447240,33367799,1.08%,3394337600,25766201,5213256009,55,50467334,0,0,0,0,0,8,5,1,0,0,0,0,"3,419,343,990","2,398,210,503",117,483,"28,671,398","7,079,387",14,71,44,33,223,GVC!,"3,102,447,240","33,367,799","3,394,337,600","5,213,256,009","25,766,201",18,31,17
572,HuNT,21869106105,3629086514,16.59%,79037471540,324085314,71969695181,185,118790280,166,73,26,10,3,167,143,63,21,7,1,1,"24,824,233,088","21,606,364,436",600,600,"41,373,722","41,373,722",176,0,0,13,566,"HuNT,WH4","21,869,106,105","3,629,086,514","79,037,471,540","71,969,695,181","324,085,314",108,0,0
573,CWLV,8919362713,467499395,5.24%,8343068134,83454003,15486639570,186,43408434,8,2,0,0,0,11,6,3,1,0,0,0,"9,835,755,644","7,284,881,012",398,600,"24,567,125","16,392,926",25,277,159,36,443,CWLV,"8,919,362,713","467,499,395","8,343,068,134","15,486,639,570","83,454,003",51,113,62
574,ASH!,13293564146,380109310,2.86%,27152834042,152324612,33451905519,206,62121136,1,0,0,0,0,55,25,6,2,0,0,0,"15,378,027,870","9,213,395,245",572,600,"26,850,832","25,630,046",85,415,186,31,499,"ASH!,Moo!","13,293,564,146","380,109,310","27,152,834,042","33,451,905,519","152,324,612",96,48,78
575,!WAR,14708985715,480181920,3.26%,42828147693,169271961,39474895840,229,62982233,4,0,0,0,0,60,27,7,4,1,0,0,"17,859,550,819","13,439,192,728",600,600,"29,765,918","29,765,918",103,480,209,19,536,"!WAR,!LoD","14,708,985,715","480,181,920","42,828,147,693","39,474,895,840","169,271,961",155,39,81
577,DyPx,3160489361,118284358,3.74%,2339455537,27690644,4750030713,59,47550006,1,0,0,0,0,4,2,0,0,0,0,0,"3,733,477,077","3,050,949,692",168,571,"21,882,865","6,538,489",11,4,1,34,184,DyPx,"3,160,489,361","118,284,358","2,339,455,537","4,750,030,713","27,690,644",21,36,23
578,~IP~,17305237180,18128896,0.10%,25992626240,167756490,36233637597,277,61470122,0,0,0,0,0,68,39,4,1,0,0,0,"19,409,136,744","13,703,812,739",593,600,"32,716,039","32,348,561",114,338,221,15,485,"~IP~,~EPX,~MP~","17,305,237,180","18,128,896","25,992,626,240","36,233,637,597","167,756,490",99,62,101
579,&COM,13151240032,1792604855,13.63%,45336360568,203883420,40085042514,204,64552905,67,22,7,2,2,62,28,8,3,1,0,0,"16,514,321,952","9,851,786,729",600,600,"27,523,870","27,523,870",97,512,183,21,514,"&COM,&COE,&COG","13,151,240,032","1,792,604,855","45,336,360,568","40,085,042,514","203,883,420",131,39,60
580,~SK,4132526026,182253224,4.41%,4242394118,51528538,7645113846,87,44826443,3,1,0,0,0,6,1,1,1,0,0,0,"4,700,825,661","3,853,452,350",182,600,"25,471,544","7,834,709",20,109,68,31,250,~SK,"4,132,526,026","182,253,224","4,242,394,118","7,645,113,846","51,528,538",33,47,20
581,,685410402,9632825,1.41%,367006511,7948810,1019151798,12,40756816,0,0,0,0,0,0,0,0,0,0,0,0,"960,256,371",,76,478,"11,976,295","2,008,905",1,12,4,32,143,,"685,410,402","9,632,825","367,006,511","1,019,151,798","7,948,810",12,10,4
582,,822976027,7499866,0.91%,163436458,6433235,810764968,17,34850106,0,0,0,0,0,0,0,0,0,0,0,0,"1,069,345,509",,73,505,"13,900,664","2,117,516",0,33,13,32,160,,"822,976,027","7,499,866","163,436,458","810,764,968","6,433,235",13,19,3
583,ST24,8838926366,1038432848,11.75%,31477162343,151644447,28894714373,126,69628152,38,16,5,3,2,49,33,15,8,4,1,0,"11,018,967,629","5,804,118,753",423,600,"25,890,545","18,364,946",59,289,105,48,424,"ST24,YYYY,FEra","8,838,926,366","1,038,432,848","31,477,162,343","28,894,714,373","151,644,447",113,33,20
584,B:V,10780822857,308379841,2.86%,13914469807,122042318,24415660012,148,70845132,2,0,0,0,0,45,17,4,1,0,0,0,"11,268,341,554","10,257,340,005",227,600,"49,388,072","18,780,569",96,174,143,18,254,B:V,"10,780,822,857","308,379,841","13,914,469,807","24,415,660,012","122,042,318",26,21,38
585,-RL-,9462496890,310539546,3.28%,19797734126,125685881,26267187865,167,55475910,3,0,0,0,0,33,4,0,0,0,0,0,"11,592,235,789","7,558,756,323",437,600,"26,417,556","19,320,393",75,341,151,27,425,"-RL-,RL-1","9,462,496,890","310,539,546","19,797,734,126","26,267,187,865","125,685,881",119,30,47
586,,402632620,10150,0.00%,134934562,3576328,527731456,8,33536570,0,0,0,0,0,0,0,0,0,0,0,0,"672,854,869",,57,487,"10,724,454","1,381,632",1,2,1,32,168,,"402,632,620","10,150","134,934,562","527,731,456","3,576,328",9,9,0
587,-LB-,12383152964,632043607,5.10%,16521709800,196573294,24602583955,258,44400527,19,5,2,0,0,33,9,0,0,0,0,0,"14,689,573,061","7,116,429,589",601,605,"24,441,725","24,280,286",58,237,149,57,438,"-LB-,LB4","12,459,197,685","632,230,398","16,527,681,410","24,634,471,654","197,296,176",124,147,52
588,BE4R,12471742416,514475181,4.13%,42024061947,182524564,35229117447,133,93177852,8,1,0,0,0,97,52,13,6,0,0,0,"14,748,415,801","12,624,011,095",438,600,"33,551,668","24,580,693",118,316,120,27,416,BE4R,"12,471,742,416","514,475,181","42,024,061,947","35,229,117,447","182,524,564",101,8,7
589,OeV1,10738722113,1328540078,12.37%,36347131422,208989516,33268321845,128,82623757,45,18,6,1,0,68,28,10,1,1,0,0,"12,707,158,402","9,313,506,426",368,600,"34,356,233","21,178,597",105,269,122,32,352,"OeV1,OeV","10,738,722,113","1,328,540,078","36,347,131,422","33,268,321,845","208,989,516",99,10,15
590,DBW,15584998545,668204918,4.29%,18019268369,242346591,32497883844,409,44473275,8,0,0,0,0,32,10,3,2,0,0,0,"20,608,143,300","9,923,212,811",600,600,"34,346,906","34,346,906",69,267,228,16,532,"DBW,DSW,DAW","19,163,296,251","729,104,412","19,419,505,866","36,888,480,426","297,135,072",110,223,120
